@relation 'Sony_Xperia_Train_WiFi_MF-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R18,25-30'

@attribute 4c:5e:0c:70:52:5a_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:aa:15_RFKON2014-Mesh numeric
@attribute 04:18:d6:c1:98:24_inonet numeric
@attribute 4c:5e:0c:6f:20:b2_RFKON2014-Mesh numeric
@attribute 06:18:d6:c2:98:24_inonet numeric
@attribute 4c:5e:0c:6f:20:fa_RFKON2014-Mesh numeric
@attribute dc:02:8e:c2:23:52_ILKSEM numeric
@attribute 'c0:4a:00:0f:03:51_BilTAY Teknoloji' numeric
@attribute d4:ca:6d:bc:1d:73_RFKON2014-Mesh numeric
@attribute e8:37:7a:6c:7f:55_PYR numeric
@attribute d4:ca:6d:c9:f1:c5_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:a8:bf_RFKON2014-Mesh numeric
@attribute 18:28:61:9e:ab:5c_MMD numeric
@attribute 00:26:5a:52:0b:8c_RFKON_115 numeric
@attribute 4c:5e:0c:23:44:33_RFKON2014-Mesh numeric
@attribute 64:66:b3:d0:4a:8d_Cisco_KRD numeric
@attribute 18:28:61:58:78:6a_Dlink_DAP-1360 numeric
@attribute e4:8d:8c:20:4d:c1_UPLAT numeric
@attribute 18:28:61:13:0d:9d_EROGLU numeric
@attribute 18:28:61:1c:0b:69_EVOSOFT numeric
@attribute 00:66:4b:1f:08:23_TeknoTAM numeric
@attribute 1c:87:2c:7e:23:9c_EROGLU-PRI numeric
@attribute 1c:87:2c:7e:23:9d_EROGLU-PUB numeric
@attribute X numeric
@attribute Y numeric
@attribute Z numeric
@attribute REF_POINT {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}

@data
-48,-45,-53,-50,-60,-59,-58,-54,-38,-49,-32,-56,-51,-52,-56,-58,?,-63,?,?,?,-79,?,-10.057068,-2.507019,-23.794174,16
-48,-46,-50,-51,-61,?,-58,-53,-39,-55,-32,-56,-53,-53,-51,-74,?,-61,?,-73,?,-79,?,-10.23407,-3.051758,-23.612595,16
-49,-44,-53,-50,-61,-59,-57,-49,-38,-49,-32,-56,-52,-52,-51,-74,-72,-61,?,-73,?,-79,-75,-10.234261,-2.05307,-23.521614,16
-49,-42,-51,-51,-60,-60,-57,-55,-38,-49,-31,-58,-52,-60,-52,?,-72,-66,?,-77,?,-75,-75,-9.968758,-1.87149,-23.703575,16
-50,-46,-51,-50,-61,-60,-56,-55,-38,-48,-32,-57,-51,-53,-51,-73,-72,-62,?,-86,?,-80,-80,-9.968758,-2.507019,-24.067307,16
-49,-45,-51,-55,-61,-60,-57,-50,-38,-49,-32,-57,-53,-53,-51,-76,-72,-64,?,-86,?,-67,-80,-9.880447,-1.96209,-24.157906,16
-49,-46,-51,-50,-61,?,-57,-50,-38,-48,-32,-56,-53,-53,-51,-76,-72,-64,?,-77,?,-67,?,-9.261322,-2.234459,-23.976135,16
-50,-47,-51,-50,-60,-65,-57,-55,-39,-55,-32,-56,-52,-53,-51,?,?,-66,-81,-77,?,-79,-76,-10.057259,-2.23465,-23.885345,16
-50,-46,-51,-50,-60,-65,-58,-49,-37,-48,-32,-55,-53,-53,-50,-78,?,-65,-79,-77,?,-76,-76,-9.615326,-2.325249,-23.794556,16
-50,-44,-50,-50,-61,?,-57,-54,-37,-49,-32,-55,-52,-53,-50,-78,?,-65,-79,-74,?,-76,-78,-8.819389,-2.325439,-24.612045,16
-53,-46,-53,-50,-60,-67,-56,-54,-37,-48,-32,-55,-51,-53,-50,?,?,-65,?,-74,?,?,-78,-9.438133,-2.325439,-24.066734,16
-50,-48,-53,-53,-60,-67,-56,-54,?,-56,-31,-56,-52,-53,-54,?,?,-63,?,-76,?,?,-67,-9.791756,-1.689911,-23.430824,16
-49,-46,-53,-50,-60,-61,-58,-55,-38,-48,-32,-56,-52,-53,-50,?,?,-64,-80,-76,?,?,-67,-9.703636,-1.96209,-23.794365,16
-50,-46,-51,-49,-60,-60,-54,-49,-38,-48,-32,-56,-52,-52,-49,?,?,-64,-80,?,?,?,?,-10.057449,-1.78051,-23.794746,16
-50,-44,-51,-50,-60,-60,-58,-55,-38,-48,-32,?,-52,-53,-49,?,?,-64,?,?,?,-75,-74,-9.791946,-2.325439,-23.885536,16
-50,-46,-54,-51,-60,-61,-57,-49,-38,-48,-32,-55,-52,-52,-51,-76,?,-63,?,?,?,-75,-74,-9.791946,-2.507019,-24.430466,16
-57,-53,-53,-58,-59,-69,-58,-66,-42,-63,-49,-59,-58,-58,-49,-78,-71,-53,?,-78,?,-77,?,-8.079529,3.616524,-30.074692,17
-61,-56,-54,-58,-62,-66,-61,-66,-49,-59,-47,-59,-55,-60,-53,?,-71,-60,?,-78,?,-80,-78,-8.433342,3.707504,-29.983711,17
-61,-60,-54,-52,-63,-61,-56,-57,-46,-60,-40,?,-57,-57,-54,-74,?,-54,-70,?,?,-80,-78,-8.16803,3.435135,-30.165291,17
-57,-60,-54,-52,-63,-62,-58,-62,-44,-58,-40,-56,-56,-58,-53,-74,?,-54,-70,-64,?,-81,-81,-8.433342,3.616905,-30.619431,17
-56,-60,-52,-53,-63,-62,-58,-67,-44,-57,-41,-49,-57,-64,-50,-75,?,-53,?,-64,?,-81,-81,-8.433533,3.616905,-30.34687,17
-56,-60,-53,-51,-62,-62,-58,-67,-45,-58,-42,-50,-58,-57,-50,-75,?,-53,?,-64,?,-83,-84,-8.433342,3.071785,-30.801392,17
-59,-61,-51,-50,-64,?,-56,-62,-44,-59,-39,-50,-55,-57,-53,-78,?,-54,?,-64,?,-85,-80,-8.610344,3.253555,-30.619812,17
-55,-57,-56,-50,-64,?,-59,-60,-45,-59,-39,-50,-55,-57,-56,-77,?,-53,?,-65,?,-85,-80,-8.964539,4.071045,-30.710411,17
-66,-57,-54,?,-67,-61,-59,-62,-45,-61,-41,-50,-64,-57,-51,-77,-66,-53,?,-65,?,?,?,-8.345032,3.525734,-30.891991,17
-55,-55,-54,-49,-58,-65,-59,-65,-45,-60,-44,-50,-57,-56,-53,-77,-66,-53,?,-65,?,?,?,-8.345032,3.253174,-30.983162,17
-53,-56,-53,-50,-66,-62,-57,-64,-47,-58,-41,-54,-56,-57,-54,-78,-66,-52,?,-64,?,?,-79,-8.964348,3.707695,-30.892181,17
-53,-59,-54,-50,-63,-65,-58,-64,-47,-58,-43,-50,-59,-57,-54,-77,-67,-53,?,-64,?,?,-79,-8.875847,3.980064,-30.438042,17
?,-59,-54,-50,-62,-65,-58,-64,-47,-59,-43,-54,-58,-60,-53,-77,-68,-54,?,?,?,?,?,-8.345032,3.888893,-30.438042,17
-55,-60,-55,-49,-63,-59,-58,-65,-46,-58,-42,-50,-58,-72,-53,?,-68,-53,?,-64,?,?,?,-8.964348,3.434753,-30.34687,17
-56,-66,-54,-53,-63,-64,-62,-64,-46,-57,-42,-51,-58,-57,-55,?,-68,-53,?,-64,?,?,?,-8.698654,3.343964,-30.528641,17
-56,-58,-57,-49,-63,-63,-53,-68,-47,-59,-43,-54,-57,-57,-50,-77,?,-54,?,-64,?,-79,-79,-8.079529,3.434753,-31.255531,17
-53,-61,-54,-49,-63,-60,-58,-61,-46,-59,-41,-50,-55,-56,-49,-78,?,-54,?,-62,?,-79,-79,-8.610535,3.707123,-30.71022,17
-55,-70,-54,-49,-63,-60,-59,-65,-46,-60,-42,-50,-59,-56,-50,-78,?,-54,?,-64,?,?,?,-8.698845,3.798294,-30.25589,17
-54,-60,-54,-53,-63,-60,-58,-67,-45,-60,-39,?,-57,-61,-51,-75,-67,-53,?,-59,?,?,?,-7.991028,3.344345,-30.256081,17
-55,-59,-55,-53,-63,-61,-59,-67,-45,-59,-42,?,-57,-61,-48,-77,-67,-52,?,-64,?,?,?,-7.902527,3.162384,-30.710411,17
-55,-61,-54,-49,-63,-64,-58,-63,-46,-58,-44,-49,-58,-56,-53,-74,-66,-53,?,-64,?,-84,-83,-8.16803,3.343964,-31.164742,17
-55,-60,-54,-49,-59,-64,-58,-63,-45,-57,-44,-54,-57,-57,-52,-74,-66,-56,?,-64,?,-84,-83,-8.256531,3.434753,-30.528831,17
-55,-60,-55,-50,-59,-64,-57,-63,-46,-58,-43,-54,-57,-57,-53,-74,?,-56,?,-64,?,?,?,-8.522034,3.525925,-30.165482,17
-55,-60,-55,-49,?,-56,-58,-63,-47,-58,-43,-54,-57,-58,-53,-77,?,-54,?,-64,?,?,?,-8.16803,3.525543,-30.347061,17
-54,-68,-54,-61,-63,-60,-58,?,-47,-58,-43,-54,-58,-56,-49,-76,-68,-55,?,-64,?,?,-80,-8.610535,3.707504,-30.528831,17
-53,-61,-55,-49,-63,-60,-58,-67,-47,-57,-42,?,-57,-57,-51,-76,-68,-55,?,-64,?,?,-78,-8.610535,3.707504,-30.801392,17
-54,-58,-53,-50,-64,-65,-58,-66,-46,-60,-42,-49,-57,-66,-51,?,-69,-55,?,-63,?,?,-86,-8.610535,3.525925,-30.982971,17
-55,-61,-54,-49,-64,-60,-57,-62,-46,-58,-40,-50,-57,-65,?,-79,-69,-53,?,-63,?,?,-86,-8.345032,2.980995,-31.164742,17
-55,-62,-54,-49,-64,-61,-59,-67,-46,-58,-42,-52,-58,-57,-51,-77,-69,-55,?,-65,?,?,?,-8.522034,3.889084,-30.347252,17
-55,-61,-54,-50,-65,-61,-57,-61,-46,-59,-41,-50,-58,-57,-55,-73,-67,-55,?,-64,?,-84,-72,-9.406853,3.525543,-29.529762,17
-54,-61,-54,-47,-65,-62,-58,-62,-47,-58,-41,-50,-57,-57,-58,-73,-67,-54,?,-64,?,-84,-80,-8.787346,3.616524,-29.983902,17
-53,-62,-54,-50,-65,-64,-58,-62,-66,-59,-41,-49,-57,-57,-51,-76,?,-54,?,-64,?,-79,-80,-8.787346,3.889084,-30.710602,17
-53,-62,-54,-50,-65,-60,-58,?,-46,-58,-38,-49,-58,-57,-51,-76,?,-54,?,-63,?,-79,?,-8.698845,4.070854,-30.801392,17
-54,-60,-54,-50,?,-59,-58,-60,-48,-55,-40,-50,-57,-57,-49,-76,?,-54,?,-64,?,?,?,-8.610153,3.889084,-30.528831,17
-56,-61,-59,-48,-65,-59,-58,-60,-47,-68,-40,-50,-57,-57,-53,-79,-67,-55,?,-63,?,?,?,-8.433342,3.707314,-30.710411,17
-56,-60,-54,-50,-64,?,-58,-57,-46,-57,-40,?,-57,-57,-53,-75,-67,-54,?,-63,?,?,?,-8.16803,3.434944,-30.801392,17
?,-63,-54,-50,-64,?,-58,-61,-46,-61,-39,-51,-57,-58,-50,-75,-69,-55,?,-64,?,?,-83,-8.079529,3.707314,-30.528831,17
?,-61,-55,-47,?,-61,-55,-66,-46,-59,-39,-50,-58,-57,-50,-75,-67,-61,?,-64,?,?,-83,-8.16803,3.525734,-30.438042,17
-55,-60,-49,-50,-64,-61,-68,-66,-47,-59,-42,-54,-58,-57,?,-78,-67,-63,-70,-64,?,-80,?,-8.256531,3.616524,-30.347252,17
-55,-62,-57,-50,-64,-61,-65,-66,-48,-58,-40,-51,-58,-57,-55,-78,-68,-62,-78,?,?,-80,?,-8.345032,3.434753,-30.528831,17
-55,-60,-51,-51,-55,-60,-64,-60,-49,-61,-38,-50,-54,-65,-49,-70,-66,-55,-77,-66,?,-70,-74,-10.669708,-1.651001,-26.927948,18
-55,-47,-52,-51,-56,?,-62,-67,-41,-53,-38,-49,-53,-58,-49,-66,?,-53,-77,-66,?,-70,-76,-10.846519,-2.01416,-27.109528,18
-55,-48,-43,-51,-54,-63,-61,-59,-40,-55,-37,-49,-52,-56,-45,-67,?,-53,-73,-66,?,?,-76,-10.404396,-2.468109,-27.381897,18
-55,-48,-50,-54,-54,-63,-60,-66,-51,-58,-37,-49,-51,-56,-44,-67,?,-51,-73,-67,?,?,?,-10.050774,-2.468109,-27.654266,18
-53,-48,-49,-54,-54,-60,-60,-66,-39,-56,-37,-49,-53,-67,-48,-67,?,-53,?,-67,?,?,?,-10.758209,-2.468109,-27.835846,18
-54,-46,-50,-54,-52,-63,-61,-59,-42,-55,-37,-50,-51,-58,-45,-74,?,-52,?,-68,?,?,?,-10.846519,-2.01416,-27.472687,18
-52,-46,-50,?,-53,-63,-61,-65,-36,-57,-35,-50,-52,-57,-45,-69,?,-50,-73,-68,?,?,?,-10.492516,-1.560211,-26.927948,18
-52,?,-47,-49,-52,-66,-59,-61,-41,-55,-40,?,-50,-57,-48,-66,?,-50,-73,-65,?,?,?,-10.758018,-1.741791,-27.472878,18
-55,-45,-49,-49,-56,-64,-58,-68,-41,-57,-37,-49,-53,-57,-45,-68,-68,-45,?,-79,?,-71,?,-10.227585,-1.832581,-27.109528,18
-52,-45,-49,-52,-56,-64,-63,-67,-40,-56,-37,-48,-47,-57,-43,-79,-68,-56,?,-79,?,-72,?,-10.758018,-1.832581,-27.109528,18
-52,?,-50,-52,?,-63,-63,-67,-38,-55,-37,-48,-52,-56,-43,-69,-68,-53,?,-65,?,-72,?,-10.669518,-1.741791,-27.109528,18
-53,-47,-49,-52,-56,-68,-61,-59,-50,-54,?,-49,-52,-56,-44,-72,-67,-53,?,-68,?,-72,-72,-10.758018,-1.832581,-27.381897,18
-53,-47,-49,-50,-56,-64,-62,-59,-40,-55,-36,-49,-52,-57,-48,-76,-67,-54,?,-65,?,-72,-72,-11.023331,-1.92337,-27.563477,18
?,-48,-49,-48,-58,-63,-67,-66,-39,-55,-38,-49,-48,-57,-47,-69,?,-53,?,-69,?,?,?,-10.404205,-1.287842,-27.563477,18
-54,-48,-48,-48,-56,-62,-63,-51,-40,-54,-38,-48,-48,-57,-44,-69,-66,-51,?,-69,?,?,?,-10.404396,-1.651001,-27.563477,18
-55,-55,-49,?,-57,-60,-62,-65,-44,-55,-34,-48,-56,-57,-56,-69,-71,-53,-70,-69,?,-72,-73,-10.227776,-2.01416,-27.200317,18
-57,-50,-49,?,-57,-65,-59,-65,-41,-51,-36,-49,-57,-56,-45,-69,-69,-53,-70,-64,?,-74,-73,-10.493088,-2.01416,-26.927948,18
-57,-55,-49,-53,-57,-63,-58,-62,-41,-56,-37,-49,-55,-57,-46,-71,-69,-51,?,-68,?,-74,?,-10.227776,-1.832581,-27.472687,18
-56,-49,-49,-51,-57,-63,-57,-63,-42,-56,-36,-49,-55,-56,-49,-68,-66,-54,?,-68,?,?,?,-10.67009,-2.28653,-27.654266,18
-56,-48,-49,-55,-57,-63,-60,-63,-41,-56,-37,-50,-55,-64,-47,-68,-66,-62,?,-68,?,?,?,-11.200523,-2.377319,-27.109528,18
?,-48,-49,-55,-57,-63,-60,?,-42,-56,-42,-50,-55,-65,-53,?,?,-56,?,-68,?,?,?,-10.758209,-1.741791,-27.472687,18
-57,-49,-49,-53,-56,?,-60,-65,-40,-56,-37,-50,-55,-56,-47,-68,?,-53,?,-67,?,?,?,-10.492897,-2.10495,-27.745056,18
-55,-48,-49,-51,-56,?,-59,-59,-40,-56,-37,-50,-54,-56,-44,-73,-68,-71,?,-70,?,-74,?,-10.227394,-2.558899,-27.654266,18
-55,-49,-49,-53,-56,-63,-62,-59,-42,-58,-37,-50,-54,-56,-45,-73,-68,-53,?,-73,?,-74,?,-10.315704,-2.377319,-27.381897,18
-57,-50,-49,-53,-56,-63,-59,-60,-40,-55,-36,-50,-54,-56,-45,?,?,-54,?,-68,?,?,?,-10.404396,-2.10495,-27.563477,18
-57,-50,-49,-53,-57,-68,-61,-58,-42,-56,-37,-50,-53,-56,-45,-68,-68,-54,?,-64,?,?,-71,-10.404587,-1.923561,-27.018738,18
-58,-47,-49,-52,-53,-68,-60,-58,-42,-54,-37,-50,-54,-57,-45,-68,-68,-53,?,-70,?,?,-71,-10.581398,-2.37751,-27.200317,18
-57,-49,-49,-52,-53,-69,-61,-58,-40,-56,-37,-49,-54,-56,-45,-65,-69,-54,?,-63,?,?,-73,-10.492897,-2.01416,-27.291107,18
-56,-50,-49,-52,-56,-66,-60,-59,-42,-55,-36,-52,-55,-56,-47,-70,-69,-56,?,-65,?,?,-73,-10.758018,-1.92337,-27.926636,18
-56,-49,-50,-53,-56,-66,-59,-59,-39,-56,-36,-49,-52,-49,-48,-66,?,-56,-74,-65,?,-74,?,-10.93502,-2.19574,-28.108215,18
-56,-61,-49,-52,-56,-61,-60,?,-40,-57,-37,-52,-54,-56,-48,-66,-68,-58,-74,-64,?,-74,?,-10.84671,-1.832581,-27.291107,18
?,-49,-49,-54,-57,-61,-60,-59,-39,-59,-37,-51,-53,-57,?,?,-67,-55,?,-69,?,?,?,-10.846519,-1.832581,-27.563477,18
-54,-49,-49,-54,-57,?,-60,-64,-49,-54,-37,-49,-55,-52,-46,?,-69,-52,?,-70,?,?,?,-10.404205,-2.28672,-27.654266,18
-54,?,-49,-52,-57,-70,-60,-64,-41,-56,-37,-49,-53,-56,-46,-70,-69,-55,?,-70,?,-75,?,-11.200333,-2.105141,-27.563477,18
-58,-50,-49,-52,-56,-63,-62,?,-40,-57,-37,-50,-54,-56,-46,-67,?,-52,?,-65,?,-75,?,-10.315895,-1.92337,-27.745056,18
-57,-50,-48,-57,-56,-63,-64,-64,-38,-54,-35,-50,-53,-53,-46,-67,-64,-55,?,-64,?,?,?,-10.758018,-1.832581,-27.472687,18
-55,-50,-49,-54,-56,-62,-60,-64,-42,-55,-38,-50,-53,-57,-47,-71,-64,-52,?,-68,?,?,?,-10.93502,-1.469231,-27.472687,18
-55,?,-49,-52,-56,-65,-60,?,-40,-51,-38,-50,-52,-56,-47,-71,?,-54,?,-67,?,?,?,-10.669518,-1.7416,-27.745056,18
-56,-49,-49,-52,-56,-65,-60,?,-40,-55,-38,-51,-54,-56,?,-72,-67,-55,?,-67,?,?,?,-10.758018,-2.28653,-27.835846,18
-54,-50,-49,-53,-56,-62,-64,-57,-41,-56,-38,-50,-53,-56,-44,-73,-65,-50,?,-66,?,?,?,-10.581207,-2.377319,-27.835846,18
?,-56,-64,-54,-68,?,-70,-67,-41,-68,-48,-57,-60,-49,-48,-67,-63,-59,?,?,?,-81,-81,-12.261963,2.890015,-26.927948,19
?,-54,-61,?,-71,-62,-59,-67,-34,-67,-48,-55,-65,-46,-48,-69,-63,-54,?,-73,?,-81,?,-12.438965,2.436066,-27.200317,19
?,-55,-64,?,-66,-65,-64,-65,-34,-58,-46,-55,-63,-46,-46,-69,-63,-56,-81,-73,?,?,?,-12.969971,2.436066,-27.109528,19
?,-54,-67,-54,-69,-65,-64,-64,-34,-66,-46,-54,-65,-49,-46,-68,-63,-58,-81,-77,?,?,?,-12.527466,3.071594,-26.655579,19
-64,-54,-65,-51,-68,-72,-65,-64,-33,-65,-48,-52,-64,-53,-46,-68,-63,-53,?,-77,?,?,?,-12.792969,3.162384,-26.837158,19
-64,?,-61,-51,-68,-72,-65,?,-35,-70,-64,-52,-64,-46,-45,-66,-64,-56,-74,-77,?,?,?,-13.058472,2.617645,-27.381897,19
-63,?,-60,-52,-68,-63,-63,?,-33,-64,-48,-51,-65,-46,-45,-66,-64,-56,-74,-77,?,-78,-78,-13.412476,3.071594,-27.381897,19
-62,-56,-61,-51,-69,-63,-63,?,-34,-65,-48,-51,-64,-46,-46,-68,-66,-54,?,?,?,-78,-78,-12.969971,2.980995,-27.472687,19
-63,-55,-66,-51,-69,-69,-70,?,-33,-65,-52,-53,-65,-46,-47,-70,-64,-57,?,-78,?,?,?,-12.261963,2.708626,-27.200317,19
-63,-56,-62,-51,-69,-69,-64,-64,-34,-65,-49,-52,-66,-46,-46,-70,-64,-54,?,-77,?,-76,-76,-12.792969,2.890205,-26.746368,19
?,-56,-61,-51,-67,-64,-63,-64,-33,-65,-49,-53,-66,-46,-47,-71,-63,-55,?,-77,?,-76,-76,-12.704468,2.527046,-26.837158,19
?,-56,-62,-51,-69,-64,-63,-64,-34,-66,-50,-55,-65,-47,-47,-71,-66,-54,?,-65,?,?,?,-12.615967,1.891327,-27.109528,19
-60,-56,-66,-51,-68,-65,-65,-64,-34,-70,-47,-86,-65,-46,-46,-66,-64,-56,?,-80,?,?,?,-12.969971,2.799225,-27.018738,19
-63,-63,-66,-51,-68,-65,-65,-64,-34,-65,-49,-53,-65,-46,-46,-68,-64,-63,?,-80,?,?,?,-13.146973,3.071785,-27.200317,19
-60,-63,-63,-51,-69,-67,-63,-76,-35,-65,-48,-53,-67,-47,-47,-67,-64,-57,-79,-78,?,?,-78,-13.146973,3.434944,-27.291107,19
-59,-55,-63,-51,-69,-62,-64,-76,-34,-65,-44,-55,-65,-46,-52,-67,-64,-56,-79,-78,?,?,-78,-12.792969,2.890015,-27.018738,19
-59,-55,-60,-52,-67,-61,-69,-66,-33,-64,-49,-55,-63,-46,-44,?,-59,-57,?,-75,?,-82,?,-12.527466,2.617645,-26.837158,19
-65,-54,-66,-52,-68,-64,-63,-66,-33,-62,-47,-56,-65,-47,-44,-73,-65,-54,?,-75,?,-82,?,-12.350464,2.708435,-27.381897,19
-62,-55,-60,-51,-69,-65,-62,?,-33,-62,-50,-56,-67,-49,-42,-66,-65,-58,?,-66,?,-78,-61,-12.350464,2.436066,-27.835846,19
-61,-55,-61,-51,-68,-71,-65,?,-35,-65,-48,-56,-65,-46,-43,-72,?,-58,?,-66,?,-78,-61,-12.704468,2.345276,-27.835846,19
-63,-54,-60,-55,-69,-66,-65,?,-35,-65,-47,-56,-62,-47,-45,-72,-63,-53,?,?,?,?,?,-12.615967,2.617645,-27.472687,19
-63,-54,-60,-51,-69,-66,-69,-75,-34,-63,-47,-54,-65,-46,-44,-68,-63,-52,?,-66,?,?,?,-12.527466,3.071594,-27.291107,19
?,-55,-61,-51,-68,?,-69,-75,-34,-65,-46,-54,-65,-47,-43,-68,?,-52,?,-78,?,?,?,-12.615967,2.799225,-26.927948,19
-62,-54,-61,-51,-68,-64,-64,?,-35,-65,-46,-54,-64,-46,-41,-69,?,-52,?,-78,?,?,?,-12.438965,2.799225,-26.746368,19
-62,-55,-60,-65,-69,-64,-64,?,-35,-65,-47,?,-64,-49,-42,-71,?,-55,?,-77,?,?,?,-12.527466,2.799225,-27.381897,19
-60,-55,-60,-45,-68,-65,-65,?,-35,-65,-48,-55,-66,-47,-44,-71,-65,-54,?,-77,?,?,?,-12.615967,2.799225,-27.018738,19
-60,-55,-64,-52,-69,-65,-64,?,-34,-68,-47,-54,-63,-46,-44,-71,-67,-52,?,-77,?,?,?,-12.615967,2.890015,-26.746368,19
-60,-55,-60,-51,-68,-66,-64,?,-34,-65,-47,-54,-55,-58,-43,-81,-67,-57,?,?,?,?,?,-12.438965,2.799225,-27.018738,19
-60,-54,-61,-52,-68,-65,-64,?,-34,-69,-46,-55,-65,-46,-46,-81,-64,-54,?,-70,?,?,?,-12.88147,2.890205,-27.200317,19
?,-54,-61,-52,-69,-66,-65,-76,-35,-66,-48,-55,-65,-47,-46,-68,-64,-54,?,-70,?,?,?,-12.350464,2.708626,-27.291107,19
-63,-55,-61,-52,-69,-66,-64,-76,-34,-64,-46,?,-64,-47,-44,-73,-65,-52,?,-56,?,-74,?,-12.438965,2.890205,-26.746368,19
-63,-55,-61,-54,-69,?,-65,-63,-34,-65,-47,?,-61,-47,-44,-67,-66,-53,?,-70,?,-74,?,-12.261963,2.980804,-27.381897,19
-63,-54,-61,-51,-69,-64,-64,-63,-35,-65,-45,-57,-65,-47,-49,-67,-66,-56,?,-77,?,?,?,-12.261963,2.708435,-27.654266,19
-64,-54,-62,-51,-69,-64,-65,?,-35,-65,-47,-56,-65,-47,-45,-67,-64,-54,?,-77,?,?,?,-12.527466,2.890015,-27.109528,19
-63,-54,-62,-51,-69,?,-63,-76,-35,-64,-45,-56,-63,-47,-45,-67,-64,-55,?,-69,?,?,?,-12.615967,3.071594,-26.837158,19
-63,-54,-61,-51,-64,?,-64,-75,-34,-63,-47,?,-63,-49,?,?,-65,-55,?,-74,?,?,?,-12.173462,3.162384,-27.109528,19
-63,-55,-64,-51,-69,?,-65,-75,-34,-70,-47,-57,-65,-93,-46,?,-65,-50,?,-75,?,?,?,-12.261963,3.434944,-27.291107,19
?,-55,-60,-51,-69,-63,-64,?,-34,-65,-48,-57,-62,-47,-47,-69,-65,-56,?,-76,?,?,?,-12.438965,3.071785,-27.109528,19
-61,-52,-60,-50,-68,-63,-60,?,-34,-70,-46,-53,-62,-44,-47,-80,-65,-54,?,-77,?,?,?,-12.704468,3.253365,-27.018738,19
-70,-52,-62,-66,-69,-64,-63,?,-35,-65,-47,-57,-69,-45,-47,-70,?,-56,?,-77,?,?,?,-12.527466,2.980804,-26.564789,19
-70,-55,-62,-60,-66,-62,-64,-67,-37,-64,-41,-50,-65,-49,-50,-70,?,-52,?,-78,?,-78,-78,-13.650513,3.518677,-34.946823,20
-69,-55,-64,-55,-74,-59,-63,?,-38,-70,-43,-48,-61,-58,-52,-71,?,-54,-69,-78,?,-77,?,-14.181519,3.791046,-34.674263,20
-69,-59,-66,-55,-72,-61,-63,-65,-38,-67,-41,-48,-63,-52,-52,-75,-69,-55,-69,?,?,-77,?,-14.093018,4.244995,-35.037804,20
-60,-58,-71,-58,-72,-60,-63,-65,-38,-67,-43,-51,-67,-51,-52,-73,-69,-58,?,?,?,?,-76,-13.916016,4.517365,-34.856033,20
-61,-58,-63,-64,-72,-60,-61,?,-40,-67,-43,-51,-65,-53,-50,-74,-72,-55,?,-83,?,?,-76,-13.916016,4.426575,-35.037422,20
-61,-63,-64,-69,-71,-60,-63,?,-39,-67,-42,?,-66,-52,-49,-74,-72,-55,-69,-83,?,?,?,-13.916016,3.700256,-35.491753,20
-63,-63,-67,-69,-71,-60,-65,-77,-39,-68,-42,-49,-65,-51,-48,?,?,-53,-69,?,?,?,?,-14.269829,3.790855,-35.400963,20
-67,-63,-64,-68,-71,-61,-65,-77,-39,-66,-42,-49,-66,-52,-48,-75,?,-55,?,?,?,?,-79,-13.827324,3.791046,-35.582542,20
-62,-63,-62,-65,-72,-62,-65,?,-38,-73,-43,-49,-66,-52,-50,-73,?,-55,?,?,?,-74,-74,-14.181519,3.609276,-35.400963,20
-63,-64,-66,-65,-71,-62,-67,-68,-39,-67,-42,?,?,-52,-52,-73,?,-56,?,-84,?,-74,-74,-13.473511,4.063416,-35.400963,20
-63,-64,-65,-64,-70,-60,-66,-78,-40,-67,-41,-50,-64,-53,-52,-76,-71,-53,?,-84,?,?,?,-13.650513,3.791046,-35.219383,20
?,?,-64,-66,-71,-60,-64,-78,-38,-67,-41,-50,-66,-52,-51,-83,-71,-56,?,-83,?,?,?,-13.650513,3.609467,-35.037613,20
-68,-63,-64,-65,-71,-60,-65,?,-38,-67,-41,-51,-65,-50,-53,-83,-71,-54,?,-85,?,-74,-74,-13.473511,3.972626,-34.492683,20
-63,-63,-64,-63,-71,-61,-63,?,-40,-66,-41,-50,-66,-54,-49,-72,-71,-55,?,-82,?,-74,-74,-13.473511,4.063416,-34.946823,20
-63,-62,-64,-74,-71,-60,-66,?,-40,-66,-41,-51,-66,-54,-49,-74,-70,-57,-69,-82,?,?,?,-13.739014,3.972626,-35.310364,20
-67,-64,-65,-67,-71,-61,-63,?,-38,-67,-43,-49,-64,-53,?,-73,-70,-59,-69,?,?,?,?,-13.916016,3.427887,-34.946823,20
-67,-64,-66,-65,-71,-60,-66,?,-41,-66,-43,-53,-64,-53,-56,-73,-70,-56,?,-82,?,?,-75,-13.739014,3.427696,-34.946632,20
?,-64,-65,-66,-71,-58,-66,?,-41,-66,-43,-53,-64,-53,-51,-73,-68,-56,?,-71,?,-80,-75,-13.650513,3.336906,-35.219193,20
?,?,-65,-63,-71,-67,-64,?,-39,-74,-43,?,-65,-53,-52,-84,-68,-60,?,-71,?,-80,?,-13.739014,3.972626,-34.856033,20
