06:18:d6:c2:98:24(inonet),04:18:d6:c1:98:24(inonet),d4:ca:6d:c9:f1:c5(RFKON2014-Mesh),4c:5e:0c:70:52:5a(RFKON2014-Mesh),18:28:61:9e:ab:5c(MMD),d4:ca:6d:bc:1d:73(RFKON2014-Mesh),4c:5e:0c:71:aa:15(RFKON2014-Mesh),4c:5e:0c:6f:20:b2(RFKON2014-Mesh),c0:4a:00:0f:03:51(BilTAY Teknoloji),e8:37:7a:6c:7f:55(PYR),dc:02:8e:c2:23:52(ILKSEM),04:bf:6d:d8:e8:a4(Evosoft),4c:5e:0c:6f:20:fa(RFKON2014-Mesh),4c:5e:0c:71:a8:bf(RFKON2014-Mesh),64:66:b3:d0:4a:8d(DLINK_D04A8D),e4:8d:8c:20:4d:c1(UPLAT),00:0f:f7:2e:0a:d0(ESOGU-WIFI),18:28:61:58:78:6a(Dlink_DAP-1360),4c:5e:0c:23:44:33(RFKON2014-Mesh),00:26:5a:52:0b:8c(RFKON_115),c4:6e:1f:58:40:d2(DLink_D01),18:28:61:13:0d:9d(EROGLU),REF_POINT
-64,-56,-33,-46,-49,-51,-41,-49,-62,-47,-57,-63,-70,-63,-74,-58,-60,-72,-55,-64,NaN,-69,14
-64,-56,-34,-60,-50,-44,-41,-49,-62,-49,-57,-63,-66,-63,-73,-58,-61,-72,-55,-64,NaN,-70,14
-64,-54,-33,-50,-50,-45,-44,-49,-63,-49,-56,-66,-67,-65,-74,-58,-60,-71,-56,-64,-88,-69,14
-65,-59,-33,-45,-52,-47,-42,-46,-60,-50,-58,-63,-68,-65,-72,-59,-63,-77,-56,-65,-88,-69,14
-63,-56,-34,-45,-50,-46,-42,-47,-64,-50,-57,-63,-68,-61,-74,-57,-60,-72,-52,-59,NaN,-69,14
-64,-56,-34,-46,-50,-45,-42,-48,-63,-48,-58,-65,-68,-63,-74,-58,-61,-72,-54,-60,NaN,-69,14
-64,-56,-34,-46,-49,-46,-42,-75,-63,-50,-55,-65,-68,-64,-73,-61,-61,-72,-55,-60,NaN,NaN,14
-60,-52,-33,-52,-50,-52,-84,-48,-61,-50,-60,-65,-61,-58,-73,-58,-67,-57,-53,-63,NaN,NaN,15
-55,-48,-33,-51,-45,-40,-43,-49,-61,-60,-60,-68,-58,-64,-75,-57,-63,-70,-56,-57,NaN,-73,15
-53,-50,-36,-49,-44,-40,-45,-48,-59,-53,-61,-64,-59,-64,-75,-58,-63,-70,-56,-58,NaN,-73,15
-54,-49,-33,-51,-44,-43,-45,-52,-60,-53,-56,-70,-63,NaN,-76,-57,-61,-70,-54,-70,-82,NaN,15
-54,-48,-33,-49,-44,-42,-42,-52,-61,-52,-60,-65,-62,-67,-72,-57,-61,-70,-55,-58,-81,-71,15
-54,-50,-34,-50,-44,-42,-44,-48,-60,-53,-58,-64,-62,-63,-72,-58,-63,-69,-55,-57,-80,-73,15
-52,-48,-34,-48,-44,-41,-44,-47,-59,-53,-57,-64,NaN,-64,-64,-56,-59,-72,NaN,-56,-80,-72,15
-53,-48,-33,-51,-44,-41,-43,-48,-59,-53,-57,-65,-58,-64,-64,-55,-63,-71,-56,-56,NaN,-75,15
-53,-48,-34,-48,-44,-41,-46,-44,-60,-53,-57,-63,-58,-63,-74,-57,-64,-73,-56,-57,NaN,-76,15
-54,-49,-33,-52,-44,-42,-44,-48,-63,-56,-57,-65,NaN,-60,-75,-58,-64,-73,-55,-56,NaN,-76,15
-53,-51,-35,-50,-45,-40,-44,-48,-54,-56,-57,-64,NaN,-60,-72,-58,-65,-74,-55,-57,-81,NaN,15
-53,-50,-33,-52,-43,-43,-44,-47,-61,-53,-61,-62,-60,-60,-75,-56,-61,-74,NaN,-59,-81,NaN,15
-54,-50,-34,-51,-44,-48,-44,-47,-60,-53,-57,-79,-59,-64,-75,-60,-61,-71,-56,-57,NaN,NaN,15
-53,-50,-34,-51,-44,-42,-53,-48,-56,-54,-57,-79,-61,-61,NaN,-60,-61,-71,-61,-64,NaN,NaN,15
-53,-49,-33,-51,-44,-42,-45,-48,-60,-53,-56,-63,-60,-63,-73,-55,-64,-69,-55,-56,NaN,NaN,15
-53,-49,-34,-52,-45,-42,-43,-47,-60,-49,-56,-64,-60,-63,-74,-60,-62,-70,-59,-57,-81,-74,15
-53,-49,-32,-51,-45,-42,-43,-48,-58,-52,-56,-63,-60,-63,-74,-57,-63,-69,-59,-57,-81,-74,15
-53,-49,-34,-50,-44,-42,-42,-47,-61,-53,-56,-64,-61,-63,-74,-58,-63,-68,-58,-64,-81,NaN,15
-53,-50,-34,-50,-44,-42,-44,-48,-63,-53,-57,-64,-60,-65,-75,-79,-64,-71,-63,-57,-81,NaN,15
-53,-49,-34,-51,-44,-42,-44,-47,-61,-53,-56,-63,-61,-67,-74,-56,-63,-70,-60,-58,NaN,NaN,15
-53,-51,-34,-51,-44,-42,-45,-45,-62,-53,-57,-63,-61,-67,-74,-57,-63,-70,-55,-56,NaN,NaN,15
-54,-50,-32,-48,-45,-39,-44,-48,-61,-53,-56,-64,-60,-67,-74,-56,-64,-69,-55,-58,NaN,-76,15
-54,-49,-34,-48,-45,-42,-44,-47,-59,-53,-74,-63,-60,-61,-74,-57,-63,-69,-56,-57,NaN,-76,15
-55,-49,-33,-53,-44,-42,-44,-47,-60,-60,-56,-75,-59,-60,-64,-57,-62,NaN,-56,-56,NaN,NaN,15
-54,-52,-33,-51,-44,-42,-44,-45,-60,-53,-56,-64,-60,-60,-74,-57,-63,-69,-55,-57,-79,NaN,15
-54,-49,-34,-52,-45,-42,-43,-45,-60,-53,-57,-63,-61,-59,-75,-56,-64,-69,-56,-56,-81,-77,15
-54,-49,-34,-52,-44,-41,-44,-49,-60,-54,-57,-64,-61,-59,-75,-58,-61,-70,-56,-58,-82,-77,15
-54,-49,-34,-53,-44,-41,-45,-49,-60,-53,-56,-63,-61,NaN,-64,-56,-59,-70,-55,-56,-79,-76,15
-54,-50,-32,-49,-42,-43,-57,-49,-65,-54,-57,-64,NaN,-58,-74,-60,-63,-76,-57,-58,-83,-74,15
-54,-49,-35,-50,-44,-41,-46,-49,-60,-53,-57,-65,-61,-62,-64,-57,-62,-69,-57,-57,-83,-74,15
-54,-50,-33,-52,-45,-43,-46,-48,-60,-51,-57,-66,-63,-60,-76,-57,-65,-69,-57,-58,NaN,-76,15
-53,-49,-33,-51,-44,-40,-45,-48,-60,-54,-57,-68,-61,-64,-64,-55,-62,-71,-63,-56,NaN,-76,15
-53,-50,-34,-50,-44,-44,-43,-48,-60,-52,-56,-64,-64,-59,-64,-59,-62,-68,-63,-58,-82,NaN,15
-54,-50,-32,-50,-45,-41,-45,-48,-56,-54,-58,-66,-59,-64,-75,-59,-65,-71,NaN,-56,-82,-75,15
-54,-50,-35,-51,-44,-42,-52,-47,-57,-54,-57,-64,-61,-64,-73,-60,-63,-71,NaN,-56,NaN,-74,15
-54,-54,-32,-50,-45,-42,-44,-47,-60,-50,-56,-64,-61,-64,-73,-56,-63,NaN,NaN,-57,NaN,-77,15
-54,-48,-34,-50,-45,-42,-44,-47,-62,-53,-56,-62,-61,-65,-73,-58,-64,-68,-55,-56,NaN,-75,15
-54,-48,-34,-52,-44,-41,-43,-48,-59,-53,-56,-66,-61,-61,-74,-55,-60,-67,-55,-57,-82,-75,15
-53,-48,-34,-51,-92,-41,-44,-49,-58,-53,-57,-62,-61,-66,-74,-55,-60,-68,-58,-57,-80,NaN,15
-54,-50,-34,-51,-44,-42,-43,-48,-58,-53,-56,-66,-61,-65,-75,-58,-63,-66,-61,-57,-80,-76,15
-53,-51,-34,-54,-44,-41,-44,-49,-56,-53,-56,-65,-61,-62,-62,-58,-63,-66,-56,-56,NaN,-76,15
-54,-51,-34,-54,-44,-41,-44,-49,-59,-53,-56,-67,-60,-64,-63,-57,-64,-67,-60,-56,NaN,-73,15
-54,-48,-34,-50,-45,-42,-44,-49,-56,-53,-57,-64,-60,-64,-74,-57,-64,-69,-60,-57,-81,-77,15
-54,-52,-34,-50,-44,-42,-44,-49,-59,-53,-57,-67,-60,-66,-72,-57,-61,-67,-58,-56,-81,-77,15
-53,-48,-34,-50,-43,-38,-44,-50,-59,-53,-57,-76,-60,-65,-72,-57,-83,-67,-58,-57,-82,NaN,15
-54,-47,-36,-52,-45,-41,-44,-48,-60,-53,-57,-64,-60,-63,NaN,-58,-63,NaN,-60,-56,-82,NaN,15
-53,-47,-33,-52,-50,-41,-44,-47,-61,-52,-57,-62,-60,-63,-65,-58,-64,-69,-65,-56,-82,-69,15
-53,-48,-33,-51,-44,-41,-44,-49,-59,-53,-57,-64,-60,-63,-65,-57,-63,-69,-65,-57,-82,-69,15
-53,-47,-34,-51,-44,-40,-44,-48,-61,-53,-56,-64,-57,NaN,-74,-56,-63,-68,NaN,-57,NaN,NaN,15
-53,-48,-34,-51,-45,-40,-68,-48,-78,-54,-56,-64,-58,-63,-73,-56,-60,-68,-67,-55,NaN,NaN,15
-53,-49,-34,-51,-42,-41,-44,-48,-62,-61,-57,-66,-58,-64,-73,-57,-60,-68,-67,-57,NaN,NaN,15
-53,-47,-34,-51,-45,-42,-43,-48,-62,-53,-57,-66,NaN,-64,-64,-57,-63,NaN,-60,-56,NaN,-76,15
-53,-50,-34,-51,-45,-40,-43,-48,-63,-52,-57,-62,-58,-64,-71,-58,-64,NaN,-63,-58,NaN,-76,15
-53,-48,-34,-51,-44,-38,-44,-48,-63,-59,-57,-62,-60,-63,-71,-63,-64,-68,-60,-56,-81,NaN,15
-53,-48,-34,-63,-45,-42,-43,-48,-63,-53,-57,-63,-60,-63,-73,-57,-64,-68,-60,-66,-81,NaN,15
-53,-48,-34,-49,-44,-42,-43,-48,-63,-49,-57,-62,NaN,-60,-71,-58,-58,-68,-64,-58,NaN,NaN,15
-54,-48,-34,-51,-44,-41,-44,-49,-63,-53,-56,-63,NaN,-71,-73,-56,-63,-68,-59,-58,-78,NaN,15
-53,-47,-34,-54,-45,-40,-44,-48,-57,-53,-57,-63,NaN,-62,-73,-56,-61,-66,-60,-57,-78,-75,15
-53,-51,-33,-50,-44,-42,-43,-51,-61,-53,-56,-62,-59,-62,-73,-56,-63,-67,-59,-57,-77,-75,15
-53,-49,-34,-50,-44,-40,-44,-49,-61,-60,-61,-62,-59,NaN,-73,-56,-62,-68,-64,-57,-77,-75,15
-53,-47,-34,-50,-44,-41,-44,-48,-61,-55,-55,-62,-61,-63,NaN,-58,-61,-66,-60,-47,-82,NaN,15
-54,-49,-34,-50,-45,-41,-42,-48,-57,-53,-56,-63,-59,-62,NaN,-57,-63,-67,-60,-56,-82,NaN,15
-53,-48,-34,-49,-44,-41,-45,-49,-59,-53,-56,-66,-59,-57,-72,-57,-58,-67,-63,-57,NaN,NaN,15
-53,-48,-34,-51,-44,-41,-45,-49,-60,-53,-57,-63,NaN,-62,-72,-56,-57,-67,-63,-57,NaN,NaN,15
-53,-49,-84,-51,-44,-40,-45,-49,-61,-52,-57,-62,NaN,-61,NaN,-57,-63,-60,NaN,-57,-81,NaN,15
-52,-47,-35,-49,-45,-41,-42,-49,-61,-59,-54,-64,-61,-59,-64,-56,-65,-68,-57,-55,-81,-72,15
-52,-48,-34,-50,-45,-42,-42,-48,-60,-53,-57,-63,-62,-65,-73,-57,-63,-68,-58,-58,-81,-72,15
-52,-51,-34,-50,-45,-41,-44,-49,-61,-53,-57,-63,-62,-52,-72,-58,-62,-67,-55,-57,-83,-71,15
-52,-48,-33,-50,-45,-38,-43,-48,-61,-59,-57,-62,NaN,-60,-63,-58,-63,-67,-56,-72,-83,-71,15
-52,-48,-34,-50,-44,-40,-43,-49,-61,-53,-57,-63,NaN,-63,-63,-57,-60,NaN,-55,-57,-81,NaN,15
-52,-47,-34,-49,-44,-42,-44,-49,-60,-61,-58,-63,NaN,-63,-63,-58,-63,-68,-55,-57,-81,NaN,15
-52,-48,-34,-60,-44,-40,-44,-49,-61,-53,-58,-63,NaN,-61,-70,-58,-63,-67,-55,-58,NaN,NaN,15
-51,-48,-34,-50,-45,-42,-43,-48,-59,-53,-56,-63,-58,-60,-71,-57,-65,-68,-55,-58,-81,-74,15
-53,-48,-33,-49,-45,-41,-44,-49,-59,-47,-56,-63,-62,-63,-63,-56,-64,-66,-57,-56,-78,-75,15
-53,-49,-34,-50,-45,-41,-43,-48,-60,-53,-57,-62,-60,-63,-64,-56,-62,-68,-59,-57,-78,-75,15
-53,-48,-34,-49,-43,-41,-43,-48,-61,-53,-57,-63,-60,NaN,-63,-55,-61,-68,-57,-57,-82,NaN,15
-53,-49,-34,-49,-89,-41,-42,-49,-57,-53,-57,-63,-60,-62,-72,-58,-60,-68,-45,-57,-82,-81,15
-53,-48,-32,-49,-50,-41,-44,-47,-57,-50,-58,-63,-60,-62,-65,-56,-62,-68,-61,-56,-82,-81,15
-53,-49,-35,-49,-43,-42,-44,-49,-57,-53,-56,-62,-60,-61,-71,-57,-61,-68,-60,-57,-82,NaN,15
-54,-48,-34,-49,-44,-50,-44,-49,-56,-52,-57,-62,-60,-61,-74,-56,-62,-69,-60,-57,-82,-75,15
-55,-53,-46,-44,-46,-55,-50,-48,-64,-54,-63,-65,-70,-57,-66,-52,-63,-67,-58,-56,-79,-75,16
-59,-53,-31,-46,-47,-41,-49,-58,-71,-54,-62,-66,-70,-59,NaN,-53,-60,-67,-55,-55,-83,-72,16
-59,-51,-31,-40,-48,-43,-45,-54,-71,-54,-61,-68,-68,-58,NaN,-54,-61,-68,-57,-54,-83,-71,16
-58,-51,-31,-44,-47,-42,-45,-52,-68,-54,-61,-67,-68,-55,-70,-53,-61,-69,-56,-54,-85,-72,16
-58,-52,-31,-45,-48,-42,-45,-52,-68,-54,-60,-70,-67,-56,-70,-55,-59,-69,-54,-54,-82,-72,16
-60,-52,-31,-43,-49,-42,-45,-52,-72,-55,-60,-66,-66,-56,-72,-53,-60,NaN,-58,-71,-82,-67,16
-58,-51,-31,-43,-48,-40,-46,-51,-64,-54,-62,-69,-68,-57,-72,-52,-62,-67,-58,-62,-85,-67,16
-59,-50,-31,-45,-49,-42,-45,-52,-71,-54,-63,-69,-68,-57,-72,-53,-60,-67,-54,-54,-85,-68,16
-59,-50,-30,-45,-48,-42,-45,-52,-53,-55,-60,-69,-70,-54,-71,-52,-59,-71,-54,-55,-83,-68,16
-59,-52,-31,-45,-46,-42,-45,-51,-68,-54,-60,-69,-67,-56,-71,-53,-60,-71,-54,-55,-83,NaN,16
-58,-49,-31,-45,-47,-42,-57,-50,-66,-54,-60,-70,-69,-55,-72,-53,-60,NaN,-55,-55,NaN,NaN,16
-58,-50,-30,-44,-47,-42,-46,-50,-65,-55,-60,-65,-61,-61,-67,-52,-59,NaN,-57,-54,NaN,-68,16
-60,-52,-32,-44,-47,-42,-45,-50,-66,-54,-60,-65,-70,-61,-72,-53,-60,-68,-55,-54,-83,-68,16
-59,-52,-31,-44,-48,-42,-46,-50,-66,-54,-61,-67,-70,-65,-71,-84,-59,-67,-55,-56,-83,-71,16
-60,-51,-31,-65,-48,-41,-45,-54,-61,-55,-63,-65,-67,-58,-72,-53,-57,-67,-74,-55,-83,-71,16
-59,-53,-32,-43,-48,-42,-46,-56,-63,-54,-60,-68,-67,-58,-73,-53,-62,NaN,-55,-72,NaN,-70,16
-59,-51,-31,-44,-47,-38,-45,-51,-61,-54,-60,-65,-67,NaN,-73,-53,-60,NaN,-55,-54,NaN,-70,16
-58,-52,-32,-44,-48,-46,-45,-52,-64,-54,-59,-69,-67,-57,-73,-53,-64,-65,-54,-55,NaN,-71,16
-59,-51,-32,-47,-47,-41,-45,-52,-65,-54,-59,-69,-70,-62,-73,-53,-61,-65,-54,-54,NaN,-70,16
-60,-52,-31,-45,-47,-42,-45,-54,-68,-55,-60,-64,-67,-56,-71,-54,-60,NaN,-54,-55,NaN,-69,16
-60,-52,-31,-46,-47,-43,-46,-50,-71,-54,-56,-68,-66,-56,-71,-53,-63,-68,-55,-56,NaN,-69,16
-59,-53,-57,-45,-91,-40,-46,-49,-64,-52,-60,-65,-61,-57,-71,-53,-60,-68,-52,-55,NaN,NaN,16
-59,-53,-30,-45,-47,-42,-70,-50,-70,-54,-60,-67,-68,-57,-73,-54,-60,-70,-52,-55,NaN,-73,16
-59,-53,-30,-45,-47,-42,-46,-49,-71,-54,-61,-64,-68,-59,-73,-53,-63,-70,-52,-71,NaN,-73,16
-59,-53,-30,-45,-48,-42,-45,-49,-71,-53,-54,-64,-69,-60,NaN,-53,-63,NaN,-55,-55,NaN,NaN,16
-59,-53,-30,-46,-48,-41,-46,-50,-68,-54,-83,NaN,-65,-57,NaN,-53,-61,-68,-54,-54,NaN,NaN,16
-59,-52,-31,-60,-47,-41,-46,-50,-66,-54,-55,-68,-65,-65,-71,-52,-63,-71,-58,-55,NaN,-69,16
-59,-52,-31,-45,-48,-42,-45,-48,-71,-53,-60,-66,-68,-62,-71,-53,-63,-69,-58,-55,-75,-69,16
-59,-51,-33,-45,-47,-42,-46,-49,-71,-53,-60,-69,-66,-62,-71,-53,-61,-71,-54,-56,-75,NaN,16
-59,-52,-31,-46,-47,-41,-46,-49,NaN,-53,-60,-72,-67,-64,NaN,-53,-61,-71,-54,-54,NaN,NaN,16
-58,-52,-31,-45,-48,-41,-46,-49,NaN,-53,-60,-68,-57,-58,NaN,-53,-61,-67,-55,-54,NaN,-71,16
-59,-51,-31,-68,-48,-43,-45,-49,-67,-54,-60,-69,-57,-59,-59,-51,-59,-66,-56,-55,NaN,-71,16
-59,-53,-31,-45,-47,-42,-67,-48,-67,-54,-60,-67,-67,-58,-59,-54,-62,-66,-57,-55,NaN,-71,16
-59,-54,-31,-46,-47,-42,-45,-50,-72,-54,-74,-69,-68,-58,NaN,-52,-61,-67,-59,-55,NaN,NaN,16
-58,-54,-31,-42,-47,-41,-46,-50,-72,-54,-60,-64,-67,-58,NaN,-52,-64,-67,-59,-54,NaN,-72,16
-59,-53,-33,-45,-47,-44,-44,-48,-75,-51,-63,-66,-72,-56,-73,-59,-60,-70,-56,-56,NaN,-72,16
-60,-53,-31,-48,-47,-42,-47,-50,-75,-54,-60,-64,-70,-56,-71,-59,-61,-70,-54,-56,NaN,NaN,16
-59,-50,-31,-43,-47,-42,-45,-55,-65,-53,-59,-65,-68,-65,-71,NaN,-63,NaN,-57,-55,NaN,-71,16
-59,-52,-31,-82,-48,-42,-45,-52,-63,-54,-61,-65,-68,-65,-70,-54,-61,-68,-55,-56,-84,-70,16
-59,-52,-31,-46,-48,-42,-45,-54,-63,-54,-60,-69,-68,NaN,-70,-54,-61,-68,-57,-55,-84,-70,16
-59,-53,-33,-44,-48,-39,-49,-51,-64,-54,-60,-69,-70,-67,-73,-54,-60,-69,-57,-55,NaN,NaN,16
-59,-52,-31,-42,-48,-43,-44,-50,-66,-54,-60,-65,-67,-67,-72,-54,-62,-69,-57,-56,NaN,NaN,16
-58,-53,-31,-44,-49,-42,-58,-49,-62,-54,-60,-71,-67,-58,-73,-53,-62,NaN,-58,-56,NaN,-70,16
-58,-51,-30,-44,-48,-43,-45,-50,-69,-53,-60,-70,-69,-58,-72,-53,-63,NaN,-55,-57,NaN,-70,16
-58,-53,-30,-45,-48,-42,-46,-49,-67,-54,-60,-71,-69,-66,-72,-68,-62,NaN,-57,-56,NaN,-74,16
-59,-50,-31,-44,-48,-40,-45,-53,-65,-54,-61,-65,-67,-57,-70,-67,-60,-69,-55,-55,-84,-71,16
-59,-53,-31,-45,-48,-42,-45,-53,-68,-54,-61,-65,-67,-67,-70,-53,-61,-69,-58,-54,-84,-71,16
-58,-53,-31,-45,-48,-41,-45,-51,-68,-54,-61,-64,NaN,-56,-84,-53,-60,NaN,-56,-55,NaN,-71,16
-59,-52,-31,-45,-49,-44,-45,-50,-68,-55,-60,-67,-71,-56,-84,-53,-65,NaN,-58,-55,NaN,-71,16
-59,-55,-31,-44,-49,-45,-44,-49,-67,-54,-60,-69,-68,-56,NaN,-54,-61,-70,-59,-55,NaN,NaN,16
-58,-52,-30,-44,-47,-47,-45,-67,-67,-55,-59,-67,-68,-59,-72,-51,-61,-70,-55,-55,NaN,-71,16
-58,-53,-31,-45,-49,-40,-45,-49,-67,-55,-64,-70,NaN,-64,-72,-51,-62,-71,-55,-55,NaN,-71,16
-58,-53,-30,-44,-48,-43,-45,-50,-69,-55,-61,-65,NaN,-64,NaN,-55,-63,-68,NaN,-55,NaN,-72,16
-59,-52,-30,-44,-48,-43,-45,-49,-69,-55,-61,-65,-71,-57,NaN,-53,-60,-68,-54,-63,NaN,-72,16
-59,-52,-31,-44,-48,-43,-49,-52,-70,-53,NaN,-66,-71,-57,-70,-54,-61,-68,-54,-60,NaN,NaN,16
-59,-52,-31,-44,-48,-42,-45,-50,-70,-54,-61,-66,-69,-55,-71,-53,-67,-68,NaN,-55,NaN,NaN,16
-59,-54,-31,-44,-49,-41,-45,-50,-70,-54,-61,-70,-69,-58,-72,-54,-61,NaN,-57,-55,-84,NaN,16
-59,-52,-33,-44,-49,-40,-45,-50,-69,-54,-61,-70,-66,-59,-70,-53,-60,-65,-56,-54,-84,-67,16
-59,-52,-27,-44,-48,-42,-45,-50,-68,-55,-63,NaN,-66,-59,-73,-54,-59,-67,-57,-55,NaN,-67,16
-60,-53,-31,-44,-48,-41,-45,-50,-68,-54,-61,-72,-66,-57,-72,-54,-60,-68,-57,-54,NaN,-73,16
-59,-54,-31,-44,-48,-41,-45,-50,-69,-56,-61,-72,-66,-57,-71,-54,-60,-60,-57,-54,NaN,-73,16
-59,-54,-31,-41,-48,-42,-45,-50,-68,-54,-64,-66,-68,-57,-71,-54,-61,-66,-57,-55,NaN,NaN,16
-60,-53,-31,-44,-48,-46,-45,-50,-66,-54,-61,-66,-67,-68,NaN,-69,-63,-66,-57,-54,NaN,-67,16
-60,-53,-31,-44,-47,-41,-45,-58,-66,-54,-61,-64,-70,-57,NaN,-54,-63,-66,-57,-55,NaN,-71,16
-59,-53,-31,-44,-48,-41,-44,-50,-70,-54,-60,-64,-70,-57,NaN,-53,-62,-66,-57,-55,NaN,-67,16
-59,-53,-30,-45,-48,-42,-45,-50,-70,-55,-61,-66,-68,-57,-71,-55,-61,NaN,-56,-55,NaN,-67,16
-59,-53,-31,-44,-48,-43,-45,-50,-69,-57,-60,-66,-68,-58,-71,-54,-60,NaN,-56,-54,NaN,NaN,16
-59,-52,-31,-44,-48,-43,-45,-50,-69,-57,-60,-65,-67,-58,-72,-54,-60,-69,-56,-55,NaN,NaN,16
-59,-53,-31,-46,-48,-42,-49,-50,-68,-54,-61,-67,-67,-67,-71,-54,-59,-66,-59,-54,NaN,NaN,16
-60,-53,-31,-44,-48,-43,-45,-57,-71,-54,-62,-68,-68,-67,-72,-54,-59,-66,-57,-55,NaN,-71,16
-58,-50,-31,-44,-48,-43,-47,-57,-70,-55,-61,-66,-70,-58,-71,-53,-60,-63,-57,-56,NaN,-71,16
-59,-52,-31,-42,-48,-46,-44,-50,-71,-52,-56,-64,-70,-58,-71,-55,-60,-69,-56,-60,NaN,NaN,16
-59,-53,-31,-44,-48,-42,-49,-45,-71,-54,-65,-66,NaN,-71,-71,-53,-61,-66,-57,-55,NaN,NaN,16
-60,-51,-31,-45,-48,-41,-45,-50,-71,-54,-63,-66,NaN,-68,-72,-53,-60,-68,-53,-56,NaN,NaN,16
-58,-51,-31,-45,-47,-41,-44,-50,-66,-55,-63,-66,-65,-68,-72,-53,-60,-68,-53,-56,NaN,NaN,16
-58,-48,-30,-44,-48,NaN,-45,-50,-63,-55,-63,-65,-65,NaN,-71,-53,-61,NaN,-57,-56,NaN,NaN,16
-56,-50,-31,-44,-48,-42,-45,-50,-66,-54,-62,-68,-68,NaN,-74,-53,-60,NaN,-57,-55,NaN,-69,16
-58,-50,-31,-43,-49,-42,-46,-51,-67,-55,-61,-70,-68,-65,-74,-53,-63,NaN,-59,-55,NaN,-69,16
-59,-53,-34,-44,-49,-42,-45,-51,-64,-55,-62,-70,NaN,-65,NaN,-54,-59,NaN,-55,-55,NaN,NaN,16
-59,-53,-31,-44,-48,-42,-45,NaN,-64,-57,-64,NaN,-69,-65,NaN,-53,-60,-69,-57,-55,NaN,-71,16
-65,-55,-66,-58,-54,-46,-53,-50,-67,-53,-62,-59,-69,-57,-69,-66,-50,-66,-47,-63,-87,-70,17
-61,-52,-43,-57,-56,-43,-56,-51,-77,-55,-59,-60,-62,-48,-72,-63,-49,-65,-46,-65,-87,-90,17
-61,-60,-43,-57,-59,-43,-58,-49,-77,-52,-58,-61,-62,-48,-69,-61,-49,-66,-46,-65,NaN,-90,17
-62,-53,-44,-60,-61,-43,-56,-48,-72,-53,-58,-80,NaN,-49,-72,-62,-49,-66,-47,-65,-86,NaN,17
-62,-53,-43,-59,-61,-43,-56,-47,-78,-52,-59,-60,-61,-48,-71,-62,-49,NaN,-47,-64,-86,NaN,17
-62,-54,-45,-66,-59,-41,-58,-47,-74,-55,-60,-60,-60,-49,-72,-61,-49,-65,-46,-64,-86,NaN,17
-62,-53,-42,-59,-56,-43,-57,-46,-72,-52,-59,-61,-60,-47,-65,-62,-50,-65,-47,-62,-86,NaN,17
-62,-52,-44,-59,-59,-43,-57,-46,-72,-56,-58,-61,-61,-48,-71,-60,-50,NaN,-47,-65,NaN,-74,17
-62,-52,-67,-58,-62,-42,-68,-47,NaN,-52,-58,-61,-61,-48,-72,-60,-50,NaN,-47,-64,NaN,-74,17
-62,-53,-44,-59,-61,-42,-57,-47,NaN,-56,-58,-61,-61,-47,-72,-62,-49,-67,-46,-65,-78,NaN,17
-62,-52,-67,-59,-60,-43,-56,-48,-71,-55,-58,-61,-60,-48,-72,-58,-49,-67,-47,-64,-78,-76,17
-63,-51,-42,-59,-60,-44,-57,-49,-74,-52,-59,-60,-61,-48,-72,-60,-50,-64,-47,-64,NaN,-76,17
-62,-52,-43,NaN,-60,-44,-57,-48,-74,-52,-59,-60,-66,-48,-70,-61,-49,-69,-47,-64,NaN,NaN,17
-63,-53,-42,-61,-61,-41,-57,-48,NaN,-56,-58,-62,-55,-49,-71,-63,-48,-69,-47,-64,NaN,-80,17
-63,-57,-43,-59,-61,-41,-55,-46,NaN,-55,-57,-82,-60,-48,-71,-61,-49,NaN,-47,-65,NaN,-80,17
-62,-52,-44,-59,-59,-44,-58,-49,NaN,-51,-58,-61,-61,-47,-71,-61,-50,NaN,-47,-65,NaN,NaN,17
-63,-52,-42,-58,-60,-44,-58,-49,NaN,-52,-59,-60,-56,-47,-64,-63,-49,-67,-63,-65,NaN,NaN,17
-62,-51,-43,-58,-60,-43,-56,-49,-76,-51,-58,-60,-60,-49,-71,-61,-49,-67,-64,-65,NaN,-80,17
-62,-53,-44,-58,-63,-43,-56,-49,-76,-52,-59,-61,-61,-49,-71,-64,-48,-68,-60,-79,NaN,-80,17
-61,-53,-44,-60,-61,-44,-56,-49,-76,-52,-59,-61,-60,-48,-65,-61,-50,-68,-53,-64,NaN,NaN,17
-62,-53,-43,-59,-60,-43,-57,-49,-75,-52,-63,-61,-60,-48,-72,-62,-49,NaN,-63,-72,NaN,NaN,17
-62,-53,-44,-58,-61,-43,-56,-49,-71,-50,-57,-61,-61,-48,-72,-63,-49,-68,-64,-64,NaN,NaN,17
-62,-53,-44,-59,-59,-42,-58,-53,-71,-49,-58,-60,-61,-49,-73,-61,-49,-68,-63,-64,NaN,NaN,17
-62,-52,-44,-59,-60,-43,-59,-49,-75,-51,-59,-61,-62,-47,-71,-63,-49,NaN,-47,-64,NaN,NaN,17
-62,-52,-43,-57,-59,-43,-60,-49,-71,-52,-58,-60,-62,-48,-71,-60,-50,NaN,-47,-65,-88,NaN,17
-62,-58,-40,-60,-60,-43,-56,-49,-73,-52,-58,-60,-61,-48,-70,-61,-50,-66,-47,-62,-87,NaN,17
