04:18:d6:c1:98:24_inonet,4c:5e:0c:71:aa:15_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,4c:5e:0c:70:52:5a_RFKON2014-Mesh,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,c0:4a:00:0f:03:51_BilTAY Teknoloji,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,e8:37:7a:6c:7f:55_PYR,06:18:d6:c2:98:24_inonet,18:28:61:9e:ab:5c_MMD,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,e4:8d:8c:20:4d:c1_UPLAT,4c:5e:0c:69:1c:51_evarobot,dc:02:8e:c2:23:52_ILKSEM,4c:5e:0c:67:ab:cf_evarobot,e8:50:8b:6e:ec:95_Aksins,4c:5e:0c:69:1c:4b_evarobot,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,4c:5e:0c:70:53:6e_evarobot,4c:5e:0c:23:44:33_RFKON2014-Mesh,4c:5e:0c:6f:20:2e_evarobot,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,00:66:4b:1f:08:23_TeknoTAM,18:28:61:58:78:6a_Dlink_DAP-1360,64:66:b3:d0:4a:8d_Cisco_KRD,00:26:5a:52:0b:8c_RFKON_115,18:28:61:13:0d:9d_EROGLU,1c:87:2c:7e:23:9d_EROGLU-PUB,1c:87:2c:7e:23:9c_EROGLU-PRI,66:9a:be:03:d1:e8_iPhone,08:62:66:03:0f:1a_My ASUS,REF_POINT
-52,-31,-45,-31,-48,-52,-57,-55,-68,NaN,-60,-73,NaN,-68,NaN,NaN,NaN,-67,NaN,-74,NaN,-77,NaN,NaN,NaN,-83,NaN,NaN,NaN,NaN,NaN,13
-52,-31,-45,-31,-52,-53,-57,-55,-68,-68,-61,-73,NaN,-68,-73,-88,NaN,-67,NaN,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-52,-32,-45,-31,-53,-52,-57,-56,-68,-67,NaN,-74,NaN,NaN,-72,NaN,NaN,-68,NaN,-71,NaN,-78,NaN,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,13
-53,-31,-44,-31,-51,-53,-57,-55,-68,-73,-60,NaN,NaN,-69,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-51,-31,-44,-30,-51,-52,-58,-58,-68,-68,NaN,-73,NaN,-72,NaN,NaN,NaN,-67,NaN,-70,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-51,-32,-44,-31,-51,-53,-58,-60,-68,NaN,-61,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-52,-32,-44,-30,-51,-52,-59,NaN,-68,NaN,-63,NaN,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-52,-32,-45,-31,-51,-52,-58,-56,-68,-68,-61,-72,NaN,-68,NaN,NaN,NaN,-67,NaN,-71,NaN,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-51,-32,-45,-31,-51,-53,-57,-57,-68,-69,-61,NaN,NaN,-68,NaN,NaN,NaN,-66,NaN,-74,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-52,-31,-43,-31,NaN,-53,-57,-58,-67,-69,-61,-72,NaN,-68,-72,NaN,NaN,NaN,NaN,NaN,NaN,-80,-83,NaN,-80,NaN,NaN,NaN,NaN,NaN,NaN,13
-52,-31,-45,-31,NaN,-52,-57,-56,-68,-67,-63,NaN,NaN,-69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-77,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,NaN,13
-52,-32,-45,-28,-51,-53,-60,-56,-68,-67,-62,-74,NaN,-68,NaN,NaN,NaN,-67,NaN,-70,NaN,NaN,-85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-52,-31,-45,-31,-51,-53,-59,-56,-68,-67,-62,-74,NaN,-69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-53,-32,-45,-31,-52,-52,-59,-57,-68,-68,-62,NaN,NaN,-69,-73,NaN,NaN,-67,NaN,-70,NaN,-79,-89,NaN,NaN,-81,NaN,NaN,NaN,NaN,NaN,13
-52,-32,-45,-31,-50,-53,-59,-56,-68,-67,-62,-73,NaN,-70,-73,-86,NaN,NaN,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-53,-32,-45,-32,-50,-53,-59,-57,-68,-68,-62,-72,NaN,-69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-78,NaN,-87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-52,-31,-45,-31,-51,-52,-59,-59,-60,-68,-62,-73,NaN,-68,-71,NaN,NaN,-67,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-52,-32,-45,-31,-51,-53,-58,-57,-68,-73,-63,-74,NaN,-68,-73,NaN,NaN,NaN,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-53,-32,-43,-28,-50,-52,-58,-57,-68,-67,-63,NaN,NaN,-73,-70,NaN,NaN,-66,NaN,-71,NaN,-80,-88,-86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-52,-31,-44,-30,NaN,-53,-58,-56,-68,-68,NaN,NaN,NaN,NaN,-72,NaN,NaN,-67,NaN,-71,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-52,-32,-45,-31,-51,-52,-58,-57,-68,-66,-63,-73,NaN,-71,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-52,-32,-43,-31,-51,-53,-59,-58,-67,-67,-62,-72,NaN,-72,NaN,-82,NaN,-66,NaN,-71,NaN,NaN,-85,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,13
-52,-32,-44,-30,NaN,-53,-58,-61,-68,-67,-63,NaN,NaN,-70,NaN,NaN,NaN,-67,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-51,-31,-45,-30,-52,-53,-59,-63,-68,NaN,-63,NaN,NaN,-69,NaN,NaN,NaN,-67,NaN,NaN,NaN,NaN,NaN,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,13
-52,-32,-43,-31,-51,-53,-59,NaN,-68,NaN,-63,NaN,NaN,-69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-52,-31,-45,-30,-52,-53,-60,-56,-68,-68,-63,-64,NaN,-68,-70,-84,NaN,NaN,NaN,-72,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-54,-32,-45,-31,-51,-53,-58,-57,-69,-68,-62,-71,NaN,-68,-72,NaN,NaN,-67,NaN,NaN,NaN,-77,-85,NaN,-80,NaN,NaN,NaN,NaN,NaN,NaN,13
-53,-31,-45,-31,-54,-52,-58,-57,-68,-68,-64,NaN,NaN,-68,NaN,NaN,NaN,NaN,NaN,-71,NaN,-76,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-52,-32,-45,-30,NaN,-53,-58,-59,-68,NaN,-63,-72,NaN,-68,NaN,-87,NaN,-67,NaN,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-52,-32,-45,-30,NaN,-52,-58,-56,-68,NaN,-62,NaN,NaN,-69,NaN,NaN,NaN,-67,NaN,-71,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-52,-32,-45,-28,-51,-52,-58,-57,-68,-70,-61,NaN,NaN,NaN,NaN,-86,NaN,NaN,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-52,-32,-45,-31,-51,-53,-57,-56,-68,-66,-61,NaN,NaN,-69,-71,-87,NaN,NaN,NaN,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-52,-31,-45,-31,-52,-52,-61,-62,-68,-68,-62,-73,NaN,-69,NaN,NaN,NaN,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,-82,NaN,NaN,NaN,NaN,NaN,13
-52,-32,-45,-30,-50,-52,-59,-60,-68,-68,-61,-72,NaN,-69,-71,NaN,NaN,NaN,NaN,-69,NaN,-76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-55,-32,-43,-29,-51,-52,-57,-56,-67,-67,-63,-72,NaN,-69,NaN,-87,NaN,NaN,NaN,NaN,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-52,-32,-45,-31,-52,-52,-58,-59,-67,-66,-63,NaN,NaN,-71,-72,-85,NaN,-67,NaN,-75,NaN,NaN,NaN,NaN,-80,-84,-86,NaN,NaN,NaN,NaN,13
-52,-32,-45,-30,-51,-53,-57,-58,-68,-66,-62,NaN,NaN,-71,-72,-84,NaN,-67,NaN,NaN,NaN,NaN,-85,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,13
-52,-57,-43,-30,-51,-53,-57,NaN,-57,-66,-64,NaN,NaN,-70,-75,-87,NaN,NaN,NaN,-71,NaN,-75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-52,-31,-45,-28,-53,-53,-59,-58,-68,-66,-63,-74,NaN,-69,-72,-85,NaN,-67,NaN,-71,NaN,-75,-85,-86,-79,-68,NaN,NaN,NaN,NaN,NaN,13
-52,-31,-45,-31,-54,-53,-58,-58,-68,-67,-62,-74,NaN,-69,NaN,-85,NaN,NaN,NaN,NaN,NaN,-76,NaN,NaN,-80,-82,NaN,NaN,NaN,NaN,NaN,13
-51,-32,-45,-30,-52,-53,NaN,NaN,-68,NaN,NaN,-72,NaN,-68,NaN,NaN,NaN,-67,NaN,-70,NaN,NaN,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,NaN,13
-57,-35,-50,-44,-48,-58,-64,-62,-63,-58,-67,NaN,NaN,-62,-72,-83,NaN,-74,NaN,-75,NaN,NaN,-84,NaN,-81,-84,NaN,NaN,NaN,NaN,NaN,14
-52,-71,-51,-36,-48,-59,-67,-57,-61,NaN,NaN,-68,NaN,NaN,-73,NaN,NaN,NaN,NaN,-77,NaN,NaN,NaN,NaN,NaN,-85,NaN,NaN,NaN,NaN,NaN,14
-51,-34,-48,NaN,-49,-62,-64,-56,-64,-60,-66,NaN,NaN,-63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-51,-33,-47,-40,-49,-58,-59,-59,-65,-62,NaN,NaN,NaN,-62,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-50,-35,-49,-39,NaN,-63,-59,-62,-64,-64,NaN,NaN,NaN,-62,-76,-82,NaN,NaN,NaN,NaN,NaN,-73,NaN,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,14
-50,-33,-46,-40,-47,-64,NaN,-66,-64,-63,-72,-68,NaN,-67,-77,-81,NaN,-76,NaN,-79,NaN,-74,-86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-54,-33,-48,-41,-49,-58,-62,-61,-66,-66,-78,-68,NaN,-66,NaN,-86,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-55,-37,-52,-41,-49,-60,NaN,-64,-66,-66,-76,-67,NaN,-62,NaN,-84,NaN,NaN,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-52,-35,-49,-40,-50,-61,-66,-88,-67,-66,NaN,-69,NaN,-62,-76,-84,NaN,-67,NaN,NaN,NaN,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-50,-33,-46,-42,-48,-59,-66,-61,-64,NaN,NaN,NaN,NaN,-64,-74,-82,NaN,-70,NaN,-79,NaN,-76,-89,NaN,-80,NaN,NaN,NaN,NaN,NaN,NaN,14
-53,-33,-49,-40,-49,-60,-60,-62,-66,-62,NaN,NaN,NaN,-65,-75,-81,NaN,NaN,NaN,NaN,NaN,NaN,-86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-53,-32,-49,-41,-49,-60,-60,-66,-66,-62,NaN,NaN,NaN,-64,-75,-84,NaN,NaN,NaN,NaN,NaN,NaN,-87,-84,-84,-71,NaN,NaN,NaN,NaN,NaN,14
-52,-85,-50,-40,-49,-60,NaN,NaN,-66,NaN,-72,NaN,NaN,-63,NaN,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-53,-32,-48,-40,-49,-59,-62,-88,-65,-61,NaN,NaN,NaN,-64,NaN,-84,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-53,-32,-48,-40,-49,-58,-59,-62,-66,-62,-71,-72,NaN,-82,NaN,NaN,NaN,-73,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-52,-32,-48,-40,-51,-61,-59,-63,-65,-61,-78,-76,NaN,-64,-75,NaN,NaN,NaN,NaN,-82,NaN,-75,-87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-52,-32,-47,-40,-49,-61,-60,-63,-66,-63,-70,-70,NaN,-63,NaN,NaN,NaN,-72,NaN,NaN,NaN,-75,-85,NaN,NaN,-88,NaN,NaN,NaN,NaN,NaN,14
-53,-32,-50,-40,-52,-60,-60,-66,-66,-63,-71,-68,NaN,-66,-76,-83,NaN,-72,NaN,NaN,NaN,-74,NaN,NaN,NaN,-69,NaN,NaN,NaN,NaN,NaN,14
-53,-32,-48,-39,-49,-61,-59,-60,-65,-61,-70,-69,NaN,-64,-76,NaN,NaN,-71,NaN,-73,NaN,-74,-85,-84,-83,NaN,NaN,NaN,NaN,NaN,NaN,14
-54,-33,-46,-39,-50,-61,-60,-65,-64,-63,-71,NaN,NaN,-66,NaN,NaN,NaN,-72,NaN,-75,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-54,-33,-48,-39,-50,NaN,-59,-62,-65,-62,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-73,NaN,NaN,NaN,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,14
-54,-32,-50,-41,-50,NaN,-63,-64,-64,NaN,-71,-77,NaN,-64,NaN,NaN,NaN,-73,NaN,-75,NaN,NaN,NaN,NaN,NaN,-85,NaN,NaN,NaN,NaN,NaN,14
-53,-32,-48,-41,-49,-63,-61,-62,-64,-62,-75,-77,NaN,-63,-68,NaN,NaN,NaN,NaN,-75,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-52,-32,-48,-41,-50,-61,-60,-61,-64,-61,-68,NaN,NaN,-66,NaN,NaN,NaN,NaN,NaN,-74,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-53,-32,-50,-41,-50,-61,-64,-62,-65,-61,-69,NaN,NaN,-66,NaN,-86,NaN,-72,NaN,-75,NaN,-75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-57,-32,-50,-43,-50,-61,-60,-60,-65,-62,-70,NaN,NaN,-62,-74,NaN,NaN,NaN,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-53,-32,-50,-42,-49,-60,-60,-65,-65,-62,-70,-74,NaN,-62,-74,NaN,NaN,-73,NaN,-82,NaN,NaN,NaN,NaN,NaN,-90,NaN,NaN,NaN,NaN,NaN,14
-53,-31,-48,-41,-49,-60,-59,-62,-64,-62,-67,-76,NaN,NaN,-74,NaN,NaN,NaN,NaN,-83,NaN,-75,-91,-82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-53,-32,-49,-41,-49,-60,-60,-66,-64,-63,-72,-77,NaN,-61,-73,-89,NaN,NaN,NaN,-83,NaN,-75,NaN,NaN,-82,NaN,NaN,NaN,NaN,NaN,NaN,14
-55,-32,-50,-40,-49,-61,-59,-63,-64,-63,-74,-77,NaN,-61,NaN,NaN,NaN,NaN,NaN,-79,NaN,-74,NaN,NaN,-83,NaN,NaN,NaN,NaN,NaN,NaN,14
-53,-32,-50,-40,-49,-61,-59,-63,-64,NaN,-72,NaN,NaN,-62,NaN,-84,NaN,-72,NaN,-83,NaN,-74,NaN,-83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-53,NaN,-47,-40,-49,-62,-58,-66,-65,-63,-72,NaN,NaN,-62,-71,NaN,NaN,NaN,NaN,-83,NaN,NaN,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-52,-31,-48,-40,-50,-62,-60,-63,-65,-63,-73,-79,NaN,-63,-73,NaN,NaN,-73,NaN,-81,NaN,NaN,NaN,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,14
-52,-32,-50,-40,-50,-60,-58,-62,-65,-62,-72,-78,NaN,-63,-74,NaN,NaN,-73,NaN,NaN,NaN,-74,-90,-83,-81,-67,NaN,NaN,NaN,NaN,NaN,14
-54,-37,-50,-40,-49,-61,-60,-63,-64,-63,-71,-76,NaN,-63,NaN,-87,NaN,-72,NaN,NaN,NaN,-74,-87,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,14
-53,-32,-49,-40,-52,-62,-58,-92,-64,NaN,-71,-76,NaN,-63,-72,NaN,NaN,NaN,NaN,NaN,NaN,-74,NaN,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,14
-53,-31,-48,-41,-49,NaN,-60,-61,-58,NaN,-72,NaN,NaN,-61,NaN,-76,NaN,-71,NaN,-79,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-54,-31,-50,-40,-49,NaN,-60,-56,-65,-63,-76,NaN,NaN,-63,NaN,NaN,NaN,-71,NaN,NaN,NaN,-74,-89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-51,-32,-51,-40,-49,-63,-57,-58,-64,-63,-70,NaN,NaN,-62,NaN,NaN,NaN,-71,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-53,-32,-50,-41,-49,-61,-57,-63,-65,-64,-71,-71,NaN,-63,-74,-82,NaN,NaN,NaN,-74,NaN,-75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-54,-32,-50,-40,-49,-61,-58,-58,-64,-64,-70,-69,NaN,-62,NaN,-77,NaN,-71,NaN,NaN,NaN,-75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-53,-32,-50,-40,-51,-60,-61,-59,-65,-63,-72,NaN,NaN,-62,-72,-76,NaN,NaN,NaN,-76,NaN,-74,NaN,NaN,-83,-87,NaN,NaN,NaN,NaN,NaN,14
-54,-32,-48,-40,-49,-60,-60,-60,-64,-63,NaN,-69,NaN,-61,-71,-83,NaN,-70,NaN,-75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-53,-32,-50,-41,-49,-61,-61,-60,-57,-63,-72,-63,NaN,-61,NaN,-82,NaN,-72,NaN,NaN,NaN,-75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-52,-94,-50,-40,-49,-66,-59,-64,-64,-66,NaN,NaN,NaN,-63,-65,NaN,NaN,NaN,NaN,-76,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-53,-32,-50,-41,-49,-61,-60,-62,-64,-65,-71,NaN,NaN,-68,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-52,-32,-47,-41,-49,-60,-58,-60,-64,-64,NaN,NaN,NaN,NaN,-73,-83,NaN,NaN,NaN,-76,NaN,-74,NaN,NaN,-81,-86,NaN,NaN,NaN,NaN,NaN,14
-52,-32,-49,-40,-49,-60,-58,-64,-65,-64,NaN,NaN,NaN,-61,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-54,NaN,-50,-40,-49,-60,-58,-62,-65,-63,-72,NaN,NaN,-62,NaN,-88,NaN,NaN,NaN,NaN,NaN,-76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-61,-32,-50,-40,-50,-61,-58,-65,-64,-63,-71,NaN,NaN,-62,NaN,-86,NaN,-73,NaN,NaN,NaN,-76,NaN,-83,-82,NaN,NaN,NaN,NaN,NaN,NaN,14
-53,-32,-49,-40,-49,-60,-60,-60,-64,-63,NaN,-70,NaN,-63,-74,-77,NaN,NaN,NaN,NaN,NaN,-73,-89,-83,NaN,NaN,-89,NaN,NaN,NaN,NaN,14
-51,-32,-50,-41,-48,-61,-59,-63,-64,-63,-72,-68,NaN,-66,NaN,-78,NaN,-71,NaN,-75,NaN,-75,-89,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,14
-54,-32,-48,-40,-49,-60,-57,-63,-64,-63,-71,-69,NaN,-61,-67,-77,NaN,NaN,NaN,-74,NaN,-74,NaN,NaN,-82,NaN,NaN,NaN,NaN,NaN,NaN,14
-53,-32,-50,-40,-49,-60,-59,-62,-64,-64,-71,-70,NaN,-61,-73,-76,NaN,-72,NaN,-80,NaN,-74,NaN,NaN,-82,-87,NaN,NaN,NaN,NaN,NaN,14
-53,-32,-50,-40,-51,-62,-60,-63,-65,-63,-70,-69,NaN,-62,NaN,-77,NaN,-77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-53,-32,-49,-40,-49,-82,-60,-62,-64,-63,-71,NaN,NaN,-62,-72,-77,NaN,-72,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-54,-32,-48,-40,-49,-61,-60,-61,-64,-63,-71,NaN,NaN,-62,-71,-77,NaN,-77,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-54,-32,-49,-40,-49,-62,-62,-63,-64,-63,-71,NaN,NaN,-62,NaN,-77,NaN,-72,NaN,NaN,NaN,-76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-55,-32,-50,-41,-50,-60,-58,-63,-64,-64,-68,-69,NaN,NaN,NaN,-77,NaN,NaN,NaN,-81,NaN,-76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-53,-37,-47,-41,NaN,-60,-59,-63,-64,-65,-77,-69,NaN,-66,NaN,-77,NaN,NaN,NaN,-82,NaN,NaN,NaN,NaN,NaN,-88,NaN,NaN,NaN,NaN,NaN,14
-53,-32,-50,-41,-49,-61,-61,-64,-64,-65,-70,-69,NaN,-62,-71,NaN,NaN,-71,NaN,NaN,NaN,-76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-53,-32,-48,-40,-49,-60,-59,-62,-64,-64,-69,-69,NaN,-62,-73,-77,NaN,-72,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-55,-32,-50,-41,NaN,-61,-58,-63,-65,-65,-70,NaN,NaN,NaN,-71,-76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-53,-32,-48,-40,-49,-61,-60,-65,-64,-64,-69,-70,NaN,-62,NaN,-76,NaN,-78,NaN,NaN,NaN,-76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-51,-32,-50,-40,-49,-60,-59,-61,-65,-62,-71,-71,NaN,-63,NaN,NaN,NaN,-71,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-59,-32,-50,-40,-51,-60,-59,-60,-64,-63,-69,NaN,NaN,-66,NaN,-76,NaN,NaN,NaN,NaN,NaN,-74,NaN,-83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-54,-32,-50,-40,NaN,-61,NaN,-62,-64,NaN,NaN,NaN,NaN,NaN,NaN,-76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-87,NaN,NaN,NaN,NaN,NaN,14
-53,-37,-50,-40,-52,-62,-60,-61,-64,-64,NaN,NaN,NaN,-64,-72,-76,NaN,NaN,NaN,-81,NaN,-77,-87,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,14
-53,-32,-50,-40,-50,-60,-59,-62,-64,-64,-69,NaN,NaN,-63,NaN,-76,NaN,-73,NaN,-79,NaN,-77,NaN,NaN,-81,NaN,-88,NaN,NaN,NaN,NaN,14
-54,-32,-50,-40,-49,-60,-59,-61,-64,-63,-73,-73,NaN,-62,-73,-76,NaN,-71,NaN,-80,NaN,NaN,NaN,-84,NaN,-67,-86,NaN,NaN,NaN,NaN,14
-53,-32,-49,-40,-49,-60,-60,-63,-64,-63,-71,NaN,NaN,-63,-73,-76,NaN,-72,NaN,-80,NaN,-77,-87,NaN,NaN,NaN,-87,NaN,NaN,NaN,NaN,14
-53,-32,-50,-41,-50,-61,-60,-63,-64,-62,-72,NaN,NaN,-63,-72,-74,NaN,NaN,NaN,NaN,NaN,-76,-89,-83,-80,NaN,NaN,NaN,NaN,NaN,NaN,14
-59,-32,-50,-41,-49,-63,-60,-61,-58,-62,NaN,-73,NaN,-64,NaN,NaN,NaN,-76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-54,-32,-51,-40,NaN,-61,-61,-61,-64,-63,NaN,NaN,NaN,-63,NaN,-75,NaN,NaN,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-58,-32,-49,-40,-51,-61,-60,-62,-64,-63,-72,-70,NaN,-64,-73,-75,NaN,NaN,NaN,NaN,NaN,-75,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,NaN,14
-54,-31,-49,-41,-49,-61,-60,-66,-64,NaN,-74,-70,NaN,-62,-73,-75,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-85,-89,NaN,NaN,NaN,NaN,14
-54,-32,-48,-40,-50,-59,-59,-62,-64,-63,-71,NaN,NaN,-63,NaN,-76,NaN,-72,NaN,NaN,NaN,NaN,NaN,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,14
-54,-32,-50,-41,-49,-60,-60,-65,-64,-63,-71,-70,NaN,-62,NaN,-77,NaN,-72,NaN,-83,NaN,NaN,NaN,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,14
-54,-32,-50,-41,-49,-62,-61,-61,-64,-62,NaN,-73,NaN,-63,-72,-73,NaN,-72,NaN,-79,NaN,-80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
