06:18:d6:c2:98:24_inonet,4c:5e:0c:71:aa:15_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,e8:37:7a:6c:7f:55_PYR,18:28:61:9e:ab:5c_MMD,c0:4a:00:0f:03:51_BilTAY Teknoloji,4c:5e:0c:70:52:5a_RFKON2014-Mesh,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,00:26:5a:52:0b:8c_RFKON_115,04:18:d6:c1:98:24_inonet,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,c8:d7:19:bc:98:31_,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,dc:02:8e:c2:23:52_ILKSEM,e4:8d:8c:20:4d:c1_UPLAT,4c:5e:0c:23:44:33_RFKON2014-Mesh,64:66:b3:d0:4a:8d_Cisco_KRD,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,REF_POINT
-64,-33,-52,-57,-67,-49,-34,-52,NaN,-54,NaN,-73,-64,-70,-66,-73,NaN,-82,NaN,13
-59,-33,-52,-57,-67,-60,-33,-53,-80,-53,NaN,-75,-63,NaN,-60,-72,NaN,-84,NaN,13
-64,NaN,-52,-57,-66,-48,-33,-54,-87,-53,NaN,NaN,NaN,-66,-64,-72,NaN,-84,NaN,13
-63,NaN,-50,-63,-65,-71,-68,-54,-75,-54,NaN,-74,-63,-69,-64,NaN,NaN,NaN,NaN,13
-61,-32,-52,-57,-67,-62,-33,-56,NaN,-57,NaN,NaN,-63,-73,NaN,NaN,NaN,NaN,-77,13
-64,-33,-52,-64,-67,-60,NaN,-55,NaN,-54,NaN,-74,-59,NaN,NaN,-73,NaN,NaN,NaN,13
-64,-33,-53,-62,-68,-48,-33,-53,NaN,-54,NaN,NaN,-61,-77,-65,-72,NaN,NaN,-75,13
-64,-33,-52,-56,-67,NaN,-33,-54,NaN,-54,-63,NaN,NaN,-63,NaN,NaN,NaN,NaN,NaN,13
-64,-33,-52,-62,-67,-58,-36,-54,NaN,-53,NaN,NaN,-61,-62,NaN,NaN,NaN,NaN,NaN,13
-64,-39,-52,-62,NaN,-48,-36,-53,NaN,-55,NaN,NaN,-61,-70,-64,NaN,NaN,NaN,-74,13
-64,-33,-52,-62,-66,-60,-33,-54,NaN,-52,-72,NaN,-63,NaN,-59,-74,NaN,-86,-75,13
-64,-33,-52,-57,-68,-58,-68,-90,NaN,-54,NaN,-73,-63,-72,-66,NaN,NaN,NaN,-74,13
-64,-33,-52,-57,-67,-58,-33,-54,NaN,-55,-72,-72,-61,-71,-64,-72,NaN,-85,-75,13
-64,NaN,-52,-62,NaN,NaN,NaN,NaN,NaN,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-66,NaN,-52,-64,NaN,NaN,-33,-50,-74,-52,NaN,NaN,-64,NaN,-67,NaN,NaN,NaN,-74,13
-64,-37,-51,-62,NaN,-58,-33,-52,NaN,-52,-73,NaN,NaN,NaN,-62,NaN,NaN,NaN,NaN,13
-64,-33,-52,-62,-67,-60,-32,-48,NaN,-56,NaN,-71,-63,NaN,-65,-74,NaN,NaN,NaN,13
-63,NaN,-52,-63,-67,-64,-36,NaN,NaN,-54,NaN,NaN,-62,NaN,NaN,-67,NaN,NaN,NaN,13
-63,-38,-51,-55,-69,-65,NaN,-55,-84,-54,NaN,NaN,NaN,NaN,-55,NaN,NaN,-87,NaN,13
-64,-33,-52,-56,-68,-72,NaN,-55,NaN,-55,-64,-74,-63,-64,NaN,-73,NaN,NaN,NaN,13
-64,NaN,-52,-63,-69,-60,-34,-55,-80,-54,NaN,-74,-63,-65,NaN,-79,NaN,NaN,NaN,13
-65,-33,-51,-60,-69,-48,-36,-52,-83,-53,NaN,NaN,NaN,NaN,-67,NaN,NaN,NaN,NaN,13
-68,-34,-45,-55,-66,-52,-28,-57,NaN,-49,-66,-73,-60,-64,NaN,-76,-66,NaN,NaN,14
-71,NaN,-43,-58,-60,-51,-36,-59,NaN,-47,-63,-72,-59,-62,-65,-78,NaN,NaN,-75,14
-73,-32,-44,-62,-63,-54,-36,-62,-80,-46,NaN,-72,-58,-66,-64,-76,-77,NaN,-75,14
-70,-32,-44,-56,-62,-56,-34,-63,-82,-46,-63,-71,-58,-64,-64,-74,-66,NaN,-76,14
-68,-32,-44,-60,-63,-55,-35,-60,NaN,-49,-63,NaN,-59,-63,-66,-77,NaN,NaN,NaN,14
-69,-31,-43,-58,-63,-56,-35,-64,NaN,-50,-63,NaN,-60,-63,-67,NaN,-69,NaN,-75,14
-69,-36,-44,NaN,NaN,-54,-34,-63,NaN,-49,NaN,-72,-57,NaN,-66,NaN,-77,NaN,NaN,14
-69,-32,-44,-59,-62,-50,-35,-66,NaN,-49,-63,-72,-60,-63,-70,NaN,NaN,NaN,NaN,14
-69,-36,-44,-56,-62,-55,-35,-72,NaN,-50,-63,NaN,-59,-64,-70,NaN,-67,NaN,NaN,14
-69,-32,-44,-59,-63,-55,-34,-63,NaN,-54,-63,-70,NaN,NaN,NaN,NaN,NaN,NaN,-75,14
-70,-32,-43,-60,NaN,NaN,-34,NaN,NaN,-49,NaN,-71,-59,-63,-65,NaN,-67,NaN,-77,14
-72,-30,-42,-57,-62,-55,-35,-61,NaN,-46,NaN,-70,-60,-64,-66,-72,NaN,NaN,NaN,14
-73,-32,-44,-53,-61,-53,-34,-61,NaN,-47,-63,-74,-61,-63,NaN,-79,NaN,NaN,NaN,14
-72,-32,-44,-57,-62,-50,-35,-70,-83,-49,NaN,-71,NaN,-66,NaN,-78,NaN,NaN,-77,14
-71,NaN,-44,-57,NaN,-54,-35,-67,NaN,-52,-63,NaN,-60,-63,NaN,NaN,NaN,NaN,NaN,14
-71,-32,-43,NaN,NaN,-54,-35,-65,NaN,-49,NaN,NaN,-56,NaN,-66,NaN,-68,NaN,NaN,14
-71,-32,-44,-56,-63,-53,-34,-63,NaN,-47,-63,NaN,-60,-66,-62,NaN,-67,NaN,-76,14
-71,-32,-43,-57,NaN,-56,-34,-67,-81,-49,NaN,NaN,-57,NaN,-70,NaN,-74,NaN,NaN,14
-71,-32,-43,-59,NaN,-56,-35,-59,NaN,-51,NaN,NaN,-58,-63,-67,-77,-70,NaN,NaN,14
-70,-76,-44,NaN,-62,-54,-35,-63,NaN,-50,-63,NaN,-58,-63,-68,-76,-67,NaN,NaN,14
-72,-33,-44,-60,-63,-55,-35,-68,NaN,-48,-63,NaN,-59,-63,-65,NaN,-68,NaN,NaN,14
-72,-30,-44,-60,-62,-56,-35,-60,NaN,-48,-59,-71,-56,-64,-66,NaN,NaN,NaN,NaN,14
-73,-37,-44,-56,NaN,-53,-35,-58,-82,-53,NaN,-73,-57,-63,-66,NaN,NaN,NaN,NaN,14
-72,-32,-44,-57,-63,-51,-34,-59,-87,-49,-63,-75,-58,-63,-67,-76,NaN,NaN,NaN,14
-72,-32,-44,-63,-62,-54,-35,-58,NaN,-52,-63,-73,-56,-63,-67,NaN,NaN,NaN,NaN,14
-70,-32,-44,-60,NaN,-53,-35,-60,-84,-49,-63,NaN,-63,-65,-67,NaN,NaN,NaN,NaN,14
-71,-33,-43,-61,-63,-53,-35,NaN,NaN,-47,-62,NaN,-59,-65,-66,NaN,-66,NaN,NaN,14
-70,-32,-44,NaN,NaN,NaN,-62,-64,-84,-50,NaN,NaN,-60,NaN,-67,NaN,NaN,NaN,-76,14
-70,-30,-44,-61,NaN,-50,-35,-60,-87,-51,-62,NaN,-60,-64,-64,-74,-70,NaN,-76,14
-69,-30,-44,NaN,NaN,-55,-35,-63,NaN,-50,-63,-72,-59,-59,-64,-76,NaN,NaN,-76,14
-71,-32,-44,-68,-63,-51,NaN,-60,NaN,-47,-63,NaN,-59,-64,-64,NaN,-66,NaN,-78,14
-70,-33,-44,-60,-63,-50,-34,-60,NaN,-47,-63,-72,-57,-64,-65,-76,-66,NaN,-75,14
-70,-32,-44,-57,-62,-56,-34,-62,-85,-49,-61,NaN,NaN,NaN,-66,-74,NaN,NaN,-76,14
-70,-53,-44,-61,NaN,-54,-34,-62,-86,-48,-63,NaN,-58,NaN,-65,NaN,NaN,NaN,NaN,14
-69,-32,-43,-61,-61,-54,-35,-63,NaN,-46,NaN,-73,NaN,-64,-63,NaN,NaN,NaN,-77,14
-70,-32,-43,-59,-61,-53,-35,-66,NaN,-48,NaN,NaN,-59,-64,-65,NaN,-65,NaN,-76,14
-69,-32,-44,NaN,-62,-50,-34,-64,NaN,-47,-62,-73,NaN,NaN,-65,-68,NaN,-79,NaN,14
-70,-30,-44,-60,-62,-54,-34,-60,-86,-46,-62,-73,-61,-64,-64,-75,-69,NaN,-76,14
-69,-32,-44,-59,-62,-55,-34,-57,-85,-47,-63,-71,-60,-64,-67,-69,NaN,NaN,-76,14
-70,-32,-43,-61,-63,-55,-35,-61,NaN,-46,-63,NaN,-59,-64,-65,NaN,-66,NaN,NaN,14
-70,-33,-44,-59,-60,-55,-35,-58,-89,-50,NaN,-74,-60,NaN,-65,-74,-67,-85,-78,14
-71,-33,-44,-58,NaN,-55,-34,-58,NaN,-53,-63,-74,-59,-65,-66,NaN,-67,NaN,NaN,14
-71,-31,-42,NaN,NaN,-54,-34,-60,NaN,-46,-64,NaN,-60,NaN,-68,NaN,NaN,NaN,NaN,14
-71,-32,-44,NaN,NaN,-53,-35,-64,NaN,-51,-63,NaN,-58,-65,NaN,NaN,-70,NaN,NaN,14
-71,-32,-44,-60,NaN,-54,-34,-60,-85,-46,NaN,NaN,-61,-65,-63,NaN,-66,NaN,NaN,14
-70,-32,-44,-59,NaN,-53,-34,-58,NaN,-50,-63,NaN,NaN,-65,-65,-75,-70,-86,-75,14
-70,-32,-44,-58,-61,-49,-35,-63,-86,-47,NaN,-74,-62,-66,-64,-74,NaN,NaN,NaN,14
-72,-52,-44,-58,-64,-52,-34,-62,-85,-49,-62,NaN,-59,-64,-63,-75,NaN,-86,-75,14
-72,-32,-44,-57,-62,-53,-35,-62,NaN,-48,-63,-74,-61,-64,-64,NaN,NaN,NaN,NaN,14
-72,-33,-44,-59,NaN,-53,-33,-57,-85,-48,-64,NaN,NaN,-64,-65,NaN,-66,NaN,-77,14
-72,-34,-43,-63,-62,-51,-34,-60,NaN,-50,NaN,-73,-59,-64,-64,-76,-66,NaN,NaN,14
-71,-31,-43,-58,-65,-51,-33,NaN,NaN,-46,NaN,-75,-63,-66,-66,-74,-67,NaN,NaN,14
-72,-90,-43,-62,-63,-54,-35,-56,-65,-51,NaN,-74,-59,-62,-62,NaN,-71,NaN,-75,14
-70,-33,-44,-60,-62,-53,-37,-60,-85,-47,-63,-73,-60,-65,-64,-75,NaN,NaN,NaN,14
-70,-33,-44,-62,-62,-49,-37,-63,NaN,-49,-63,-73,-58,-63,-64,-77,-66,NaN,NaN,14
-69,-34,-44,-58,-61,-51,-37,-63,-87,-48,-63,-73,-61,-63,-64,-76,NaN,NaN,NaN,14
-70,-34,-43,-59,NaN,-54,-36,-59,NaN,-49,NaN,NaN,-60,-63,-64,NaN,-70,NaN,NaN,14
-69,-33,-43,-59,-63,-53,-36,-60,-84,-47,-63,-72,NaN,-64,-64,-76,-69,-84,NaN,14
-70,-34,-44,-60,-74,-50,-36,-67,NaN,-46,NaN,-73,-62,-64,-64,NaN,NaN,NaN,-75,14
-69,-34,-44,NaN,NaN,-49,-35,-66,NaN,-49,-62,NaN,-64,-64,-65,NaN,-69,NaN,NaN,14
-71,-33,-43,NaN,-61,-51,-35,-66,-83,-50,-59,NaN,-62,-64,-65,NaN,NaN,NaN,NaN,14
-70,-33,-44,-62,-61,-52,-36,-63,-77,-46,-63,-73,-62,-65,-65,-75,-69,NaN,-76,14
-70,-34,-44,-59,-61,-55,-37,-57,-85,-48,-62,NaN,-61,-63,-63,-75,-70,-84,-75,14
-70,-31,-44,-58,-61,-54,-37,-67,NaN,-47,-60,-71,-60,-64,-63,-74,-71,NaN,-76,14
-71,-33,-44,-59,-62,-54,-37,-66,-66,-49,-63,-71,-61,-63,-63,-75,NaN,-85,-75,14
-71,-33,-44,-60,-61,-51,-36,-58,-85,-49,-63,NaN,-61,-63,-65,NaN,NaN,NaN,-75,14
-70,-63,-44,NaN,NaN,-56,-38,-60,-80,-50,NaN,NaN,-61,-63,-65,NaN,NaN,NaN,-73,14
-70,-33,-44,-59,-60,-54,-38,-57,NaN,-49,NaN,-72,-64,-63,-66,NaN,NaN,NaN,NaN,14
-71,-33,-44,-61,-61,-50,-36,NaN,-87,-51,NaN,-73,-58,-62,-65,NaN,-74,NaN,-74,14
-57,-33,-44,-60,-61,-50,-36,-62,NaN,-49,-64,-72,-60,-63,-66,-76,NaN,NaN,-75,14
-72,-32,-42,-62,-64,-54,-36,-60,NaN,-47,NaN,NaN,-60,-62,-65,-76,NaN,NaN,NaN,14
-72,-32,-43,-61,-62,-54,-42,-63,-87,-50,NaN,-73,-59,NaN,-65,NaN,NaN,NaN,NaN,14
-53,-31,-44,-62,-62,-48,-36,-62,NaN,-48,-63,-72,-58,-63,-64,-76,-70,NaN,NaN,14
-73,-33,-44,-60,-62,-52,-36,-59,-86,-47,-63,-72,-60,-63,-65,-76,NaN,NaN,NaN,14
-72,-33,-44,-60,NaN,-55,-36,-62,-89,-48,-63,-72,-64,NaN,NaN,NaN,-66,NaN,-74,14
-71,-74,-44,-63,-61,-51,-35,-58,NaN,-47,-67,NaN,-60,-64,-67,NaN,-67,NaN,-76,14
-72,-33,-44,-59,-62,-55,-35,-61,NaN,-46,-63,NaN,NaN,NaN,-67,NaN,-70,NaN,NaN,14
-73,-32,-44,-62,-63,-51,-36,-59,NaN,-49,NaN,NaN,NaN,-63,-67,NaN,NaN,NaN,-76,14
-73,-32,-44,-62,NaN,-50,-35,-56,NaN,-46,-63,NaN,NaN,-64,-64,-77,NaN,NaN,-76,14
-73,-33,-43,-63,-62,-55,-35,-58,-88,-47,-63,-71,-62,-64,-66,-72,NaN,NaN,-77,14
-64,-33,-44,-55,-61,-61,-34,-46,NaN,-54,-66,-69,-66,-61,-69,-71,-71,-84,-73,15
-65,-40,-45,-54,-66,-62,-31,-44,NaN,-56,NaN,NaN,NaN,-64,-71,NaN,-65,NaN,NaN,15
-66,-39,-45,-54,NaN,-60,-31,-45,NaN,-53,-63,NaN,-69,-64,-70,NaN,NaN,NaN,NaN,15
-67,-38,-45,-53,-66,-57,-30,NaN,NaN,-55,-64,NaN,NaN,-63,-72,NaN,NaN,NaN,NaN,15
-66,-36,-44,-52,NaN,-57,-31,-48,-78,-55,NaN,-73,NaN,NaN,NaN,-73,-68,NaN,-67,15
-65,-37,-44,-55,NaN,-57,NaN,-44,-81,-56,NaN,NaN,-68,-63,-74,NaN,-69,NaN,NaN,15
-66,-39,-44,-56,NaN,-58,-31,-44,NaN,-54,-64,-70,-69,-64,-71,NaN,-68,NaN,-75,15
-65,-38,-41,NaN,NaN,-58,-31,-48,-80,-56,-62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15
-65,-38,-44,-56,NaN,-55,-30,-45,NaN,-57,NaN,-69,NaN,NaN,NaN,-74,NaN,NaN,NaN,15
-65,-38,-44,-55,NaN,-58,-31,-45,-81,-55,NaN,NaN,NaN,-64,NaN,NaN,NaN,NaN,NaN,15
-64,NaN,-45,-55,-67,-54,-31,NaN,NaN,-48,NaN,-71,-66,-62,NaN,NaN,-62,NaN,-65,15
-64,-38,-43,-55,-67,-53,NaN,-44,NaN,-54,NaN,-71,NaN,-62,-72,NaN,NaN,NaN,NaN,15
-64,-41,-44,-55,-70,-60,NaN,NaN,NaN,-55,-64,-71,NaN,-63,-67,-75,-67,NaN,-68,15
-64,-40,-44,-61,-68,-59,-31,-46,-77,-53,NaN,NaN,-68,NaN,NaN,-76,-69,NaN,NaN,15
-65,NaN,-44,-54,-69,-60,-31,-44,-80,-54,NaN,-70,-66,NaN,-71,NaN,-65,NaN,NaN,15
-65,-39,-44,-56,-70,-61,-31,-43,-80,-54,-62,-71,NaN,-64,-70,-77,-68,NaN,NaN,15
-64,-37,-44,-54,-70,-60,-30,-48,-74,-54,-62,NaN,-68,NaN,NaN,NaN,NaN,NaN,NaN,15
-65,-37,-45,-56,NaN,-59,-30,NaN,NaN,-54,NaN,-70,-59,NaN,NaN,NaN,-68,NaN,NaN,15
-66,NaN,-45,-54,-71,-55,-31,-46,NaN,-54,-64,-72,NaN,-63,-69,NaN,NaN,NaN,NaN,15
-66,-41,-45,-57,NaN,-55,-30,-50,NaN,-54,-63,NaN,-64,NaN,NaN,NaN,-67,NaN,-74,15
-63,-40,-45,NaN,NaN,-60,-30,-45,NaN,-55,NaN,NaN,-66,-64,-73,-76,-69,NaN,-74,15
-65,-37,-45,-57,-69,-57,-30,-45,-77,-55,-61,NaN,-62,NaN,NaN,-78,-69,NaN,NaN,15
-67,-37,-45,-57,-68,-60,-29,-45,-80,-55,-65,-71,-63,-64,-75,NaN,-68,NaN,-73,15
-65,-39,-46,NaN,NaN,-63,-63,-45,-77,-57,NaN,-72,NaN,NaN,-75,NaN,NaN,NaN,NaN,15
-67,-37,-46,-57,-67,-65,-30,-45,NaN,-49,NaN,NaN,NaN,-65,-75,NaN,NaN,NaN,NaN,15
-66,-42,-45,-57,-68,-62,-30,-46,-76,-55,-63,NaN,NaN,-66,NaN,NaN,NaN,NaN,NaN,15
-66,-38,-45,NaN,NaN,NaN,-30,-46,NaN,-48,NaN,NaN,NaN,-65,NaN,NaN,NaN,NaN,NaN,15
-67,NaN,-45,-56,-68,-61,-30,-46,-76,-53,-63,NaN,NaN,NaN,NaN,-75,NaN,NaN,NaN,15
-66,-77,-45,-55,-68,-59,-31,-45,NaN,-54,NaN,-74,-63,-65,NaN,-74,NaN,NaN,NaN,15
-67,-39,-45,-56,-68,-63,-30,NaN,NaN,-54,NaN,-69,-63,-66,-72,-71,NaN,-80,-70,15
-66,-38,-45,-55,-68,-60,-29,-50,-80,-53,-63,-70,-65,NaN,-71,NaN,NaN,NaN,-72,15
-65,-38,-45,-56,-68,-56,-29,-45,-78,-55,-65,NaN,-64,NaN,-72,-75,-76,NaN,NaN,15
-66,-38,-45,-56,-67,-66,-29,-46,-79,-55,-64,-69,-60,NaN,-73,-75,NaN,NaN,NaN,15
-65,-38,-45,-57,-68,-67,-29,-46,NaN,-55,-64,-73,-64,NaN,NaN,NaN,NaN,NaN,NaN,15
-66,-37,-43,-56,-68,-64,-30,-46,NaN,-55,-65,-71,NaN,NaN,-73,-75,NaN,NaN,-73,15
-66,-42,-45,-56,NaN,-62,-30,-45,-74,-55,-63,NaN,-66,NaN,NaN,NaN,NaN,NaN,NaN,15
-66,-38,-45,-57,NaN,-61,-29,-46,-76,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15
-65,-38,-45,-57,NaN,-63,-29,-46,NaN,-55,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,15
-64,-37,-45,-56,NaN,-60,-30,-46,-77,-56,NaN,NaN,-65,-67,-74,NaN,NaN,NaN,NaN,15
-65,-36,-46,-57,-67,-60,-28,-45,-79,-56,NaN,-70,-64,NaN,-69,NaN,NaN,NaN,NaN,15
-65,-37,-46,-56,-67,-57,-29,-45,-76,-55,-63,-67,-63,NaN,-72,-76,-74,-83,NaN,15
-65,-36,-45,-56,-66,-57,-29,-44,NaN,-57,-64,-70,-63,-65,-72,-76,-79,-77,-74,15
-67,-38,-46,-57,-67,-65,-30,-46,NaN,-56,NaN,NaN,-65,NaN,NaN,NaN,NaN,NaN,NaN,15
-66,-38,-46,-57,NaN,-66,-30,-46,-66,-58,NaN,NaN,-66,-65,NaN,NaN,NaN,NaN,NaN,15
-65,-38,-46,-58,-67,-68,-70,-46,-67,-49,NaN,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,15
-65,-38,-45,-57,-68,-68,-38,-46,-80,-59,-64,-69,-65,NaN,-75,NaN,NaN,NaN,NaN,15
-67,-38,-44,-57,-66,-67,-30,-46,-67,-59,-61,NaN,-66,NaN,-71,-79,-75,NaN,-73,15
-65,NaN,-44,-58,NaN,-66,-30,-45,-79,-56,-63,-69,NaN,-65,-71,NaN,NaN,NaN,-60,15
-65,-37,-45,-56,-69,-65,-29,-46,-75,-56,NaN,-69,-64,-65,-74,-78,NaN,NaN,NaN,15
-66,-37,-46,-58,-70,-73,-29,-46,-79,-56,-64,-69,-66,NaN,NaN,-79,NaN,NaN,-72,15
-66,-38,-45,-58,-68,-67,-29,-46,-80,-56,-63,-70,-65,-65,-75,NaN,NaN,NaN,NaN,15
-66,-38,-45,-57,NaN,-69,-33,-46,-78,-55,-63,-69,NaN,NaN,-67,-79,-65,NaN,NaN,15
-67,-37,-46,-60,NaN,-67,-30,-46,-79,-55,NaN,-68,-65,NaN,NaN,NaN,NaN,NaN,NaN,15
-66,-37,-45,-59,-68,-69,-29,-45,-80,-56,-63,-70,NaN,NaN,-75,-79,-67,NaN,NaN,15
-60,-38,-45,NaN,NaN,-66,-29,-46,-74,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15
-65,-38,-46,NaN,NaN,-69,-29,-46,NaN,-55,NaN,NaN,NaN,NaN,-73,NaN,NaN,NaN,NaN,15
-66,-37,-45,-57,-67,-69,-30,-45,NaN,-60,NaN,-69,NaN,NaN,-75,-79,NaN,NaN,NaN,15
-65,-43,-46,-59,-68,-69,-30,-47,NaN,-55,-64,NaN,-64,NaN,NaN,-79,-70,NaN,-73,15
-65,-38,-46,-59,NaN,-67,-29,NaN,-79,-49,-63,NaN,-64,NaN,NaN,-80,NaN,NaN,NaN,15
-65,-38,-46,-56,NaN,-64,-30,-45,-80,-53,NaN,NaN,-65,-65,-77,-79,NaN,NaN,-77,15
-66,-38,-45,-57,NaN,NaN,-30,-47,-68,-54,-62,-69,-65,NaN,-74,NaN,NaN,-83,NaN,15
-67,-38,-46,-57,NaN,-62,-29,-46,NaN,-54,NaN,NaN,NaN,NaN,NaN,-81,NaN,NaN,NaN,15
-67,-38,-45,-58,-67,-62,-30,-47,NaN,-54,-64,NaN,-65,NaN,NaN,NaN,NaN,NaN,NaN,15
-67,-43,-45,-57,NaN,-64,-30,-47,-78,-52,NaN,-68,-64,-62,-70,NaN,NaN,NaN,-73,15
-65,-38,-46,-58,NaN,-67,-29,-46,NaN,-54,NaN,-65,-66,-64,NaN,NaN,NaN,NaN,NaN,15
-67,-38,-45,-57,-67,-66,-29,-51,-79,-54,NaN,-68,NaN,NaN,NaN,-79,NaN,NaN,NaN,15
-66,-38,-45,-57,-65,-56,-29,-47,NaN,-56,-64,NaN,-63,-64,NaN,NaN,NaN,NaN,NaN,15
-65,-38,-45,-56,-68,-65,-29,-47,-79,-48,NaN,NaN,NaN,-66,NaN,-79,-71,NaN,NaN,15
-65,-39,-43,-57,NaN,-66,-29,-46,NaN,-54,NaN,NaN,-64,-65,NaN,NaN,NaN,NaN,NaN,15
-65,-38,-45,-57,NaN,-66,-29,-45,NaN,-53,-64,-67,NaN,-65,NaN,-75,NaN,NaN,NaN,15
-65,-38,-45,-57,-67,-67,-29,-47,NaN,-48,NaN,-67,NaN,-64,NaN,NaN,NaN,NaN,NaN,15
-65,-38,-45,-56,-64,-65,-30,-50,-77,-54,NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,15
-67,-38,-46,NaN,NaN,-64,-29,-45,-80,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15
-64,-38,-45,-56,NaN,-64,-30,-46,NaN,-57,-62,NaN,-64,-65,-74,-80,NaN,-82,-75,15
-65,-38,-45,-56,NaN,-66,-30,-46,NaN,-58,-64,-68,NaN,-63,-72,NaN,NaN,NaN,-70,15
-64,-38,-43,-57,-66,-66,-30,NaN,-79,-54,NaN,-69,-65,NaN,NaN,-76,NaN,NaN,NaN,15
-62,-38,-45,-57,-68,-69,-29,-46,NaN,-48,NaN,-65,-65,-64,-67,NaN,NaN,NaN,-74,15
-64,-38,-46,-57,NaN,NaN,-30,-45,-89,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15
-60,-42,-46,-58,-85,-65,NaN,-50,NaN,-49,NaN,NaN,NaN,NaN,-72,NaN,NaN,NaN,NaN,15
-64,NaN,-46,NaN,-67,NaN,-33,NaN,NaN,-54,-65,NaN,-63,NaN,-73,-79,NaN,NaN,NaN,15
-68,-42,-45,-57,-70,-57,-25,-49,-80,-53,-67,-68,-65,-68,-76,-70,-75,NaN,-74,16
-67,-41,-61,-55,-66,-47,-26,-49,NaN,-57,-70,NaN,-65,-73,-63,-69,-72,-86,-78,16
-68,-40,-63,-55,-69,-58,-26,-47,-90,-59,-70,NaN,-62,-75,-64,NaN,-70,NaN,NaN,16
-67,-43,-60,-57,-69,-60,-26,-50,-87,-58,-70,-85,-60,-77,-65,NaN,-72,NaN,-76,16
-68,-42,-61,-53,-69,-56,-27,-50,NaN,-53,-71,NaN,NaN,-76,-64,NaN,-71,NaN,NaN,16
-67,-42,-61,-55,-70,-50,-28,-51,NaN,-55,-69,NaN,-63,-80,-63,-70,NaN,NaN,NaN,16
-67,-42,-61,-58,-70,-59,-27,-51,NaN,-60,-71,-76,-64,-74,-64,-69,NaN,NaN,-77,16
-66,-43,-61,-55,-69,NaN,-27,-50,NaN,-55,-70,-77,-64,NaN,-64,-71,-77,NaN,-77,16
-67,-43,-62,NaN,-69,-53,-29,-50,NaN,-54,-70,NaN,-62,-75,-64,-71,-76,NaN,-78,16
-66,-43,-61,-54,NaN,-58,-28,-50,NaN,-56,-70,NaN,NaN,-75,-62,NaN,NaN,NaN,NaN,16
-67,-43,-61,-57,-69,-59,-28,-50,NaN,-55,-69,-77,NaN,NaN,-64,-67,NaN,NaN,-78,16
-67,-43,-59,-54,-70,-56,-29,-50,NaN,-54,-71,-77,-62,-74,-62,-70,-73,NaN,-78,16
-66,-44,-61,-55,-67,-57,-28,-51,NaN,-54,-69,NaN,-62,-75,-64,NaN,-73,NaN,-77,16
-67,-44,-59,-57,NaN,-59,-29,-50,NaN,-55,-67,NaN,-61,NaN,NaN,NaN,NaN,NaN,NaN,16
-67,-44,-61,NaN,NaN,-58,-33,-50,NaN,-56,-72,NaN,-62,NaN,-63,NaN,NaN,NaN,NaN,16
-67,-44,-61,-61,-69,-58,-28,-50,NaN,-55,-70,NaN,-62,-74,-64,NaN,NaN,NaN,-78,16
-67,-43,-61,-57,-70,-59,-28,-50,-90,-54,-79,-77,-63,-74,-67,NaN,-73,NaN,-77,16
-66,-43,-61,-54,-73,-57,-28,-49,NaN,-55,NaN,NaN,-62,-74,-64,NaN,NaN,NaN,-77,16
-66,-43,-61,-55,-69,-57,-28,-50,NaN,-54,NaN,NaN,-66,-77,-63,NaN,NaN,-88,-77,16
-66,-44,-62,-57,NaN,-52,-28,-49,NaN,-54,-70,NaN,-66,-75,-64,-69,-72,-87,-77,16
-66,-43,-62,-54,-69,-58,-27,-50,NaN,-55,-70,-77,-60,-75,-64,-69,NaN,NaN,NaN,16
-66,-43,-60,-54,-69,-50,-28,-54,NaN,-56,-69,-78,-65,-75,-64,-70,NaN,NaN,NaN,16
-66,-43,-62,-54,-68,-57,-28,-50,NaN,-57,-79,NaN,-61,-74,-64,-70,NaN,NaN,NaN,16
-66,-42,-60,-59,NaN,-58,-27,-50,NaN,-54,-68,NaN,NaN,NaN,-66,NaN,NaN,NaN,-77,16
-60,-42,-61,-58,NaN,-59,-27,-51,NaN,-55,-69,-84,-63,NaN,-64,-70,-71,NaN,NaN,16
-65,-42,-60,-58,NaN,-51,-27,-50,NaN,-55,-69,NaN,-63,-75,-64,-70,NaN,NaN,-77,16
-65,-42,-62,-58,-68,-58,-28,-50,NaN,-54,-70,NaN,-62,-75,-64,NaN,NaN,NaN,NaN,16
